ID;Lueckengroesse [h]
1183;0.016666666666666666
1183;0.016666666666666666
1183;0.016666666666666666
1183;0.016666666666666666
1183;0.016666666666666666
668;0.016666666666666666
668;0.016666666666666666
1175;0.016666666666666666
141;0.016666666666666666
1164;0.016666666666666666
1302;0.016666666666666666
3701;0.016666666666666666
1138;0.016666666666666666
3685;0.016666666666666666
3685;0.016666666666666666
3685;0.016666666666666666
3685;0.016666666666666666
3685;0.016666666666666666
83;0.016666666666666666
3661;0.016666666666666666
3661;0.016666666666666666
3661;0.016666666666666666
1093;0.016666666666666666
9795;0.016666666666666666
565;0.016666666666666666
3635;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
3620;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
1284;0.0
1897;0.0
