ID;RN;FN;RP;FP;Sensitivitaet;Spezifitaet;PPV;NPV
3588;23;0;1;3;1.0;0.8846153846153846;0.25;1.0
3591;1;0;1;0;1.0;1.0;1.0;1.0
527;10;1;0;2;0.0;0.8333333333333334;0.0;0.9090909090909091
1045;6;0;1;0;1.0;1.0;1.0;1.0
3620;4;0;1;1;1.0;0.8;0.5;1.0
3621;3;1;0;0;0.0;1.0;;0.75
9774;11;0;1;1;1.0;0.9166666666666666;0.5;1.0
3632;2;1;0;0;0.0;1.0;;0.6666666666666666
3635;9;0;1;0;1.0;1.0;1.0;1.0
565;10;1;0;0;0.0;1.0;;0.9090909090909091
9795;5;0;1;0;1.0;1.0;1.0;1.0
1092;5;0;1;2;1.0;0.7142857142857143;0.3333333333333333;1.0
1093;0;0;1;0;1.0;;1.0;
1099;4;0;1;0;1.0;1.0;1.0;1.0
3661;10;1;0;2;0.0;0.8333333333333334;0.0;0.9090909090909091
83;2;1;0;1;0.0;0.6666666666666666;0.0;0.6666666666666666
97;0;0;1;0;1.0;;1.0;
3685;3;0;1;0;1.0;1.0;1.0;1.0
9745;0;0;1;0;1.0;;1.0;
1641;0;0;1;0;1.0;;1.0;
618;5;1;0;2;0.0;0.7142857142857143;0.0;0.8333333333333334
622;2;0;1;0;1.0;1.0;1.0;1.0
1138;5;1;0;0;0.0;1.0;;0.8333333333333334
3701;10;0;1;2;1.0;0.8333333333333334;0.3333333333333333;1.0
1302;7;0;1;0;1.0;1.0;1.0;1.0
1164;1;0;1;0;1.0;1.0;1.0;1.0
141;1;0;1;1;1.0;0.5;0.5;1.0
9870;0;0;1;0;1.0;;1.0;
1897;2;1;0;0;0.0;1.0;;0.6666666666666666
1168;2;0;1;3;1.0;0.4;0.25;1.0
1175;9;1;0;0;0.0;1.0;;0.9
668;8;1;0;0;0.0;1.0;;0.8888888888888888
1181;2;0;1;0;1.0;1.0;1.0;1.0
1183;6;0;1;2;1.0;0.75;0.3333333333333333;1.0
5794;11;1;0;0;0.0;1.0;;0.9166666666666666
1188;3;0;1;1;1.0;0.75;0.5;1.0
9381;0;1;0;0;0.0;;;0.0
8872;1;0;1;2;1.0;0.3333333333333333;0.3333333333333333;1.0
1052;12;0;1;0;1.0;1.0;1.0;1.0
1195;0;1;0;0;0.0;;;0.0
1196;4;1;0;3;0.0;0.5714285714285714;0.0;0.8
1366;11;1;0;1;0.0;0.9166666666666666;0.0;0.9166666666666666
181;1;0;1;2;1.0;0.3333333333333333;0.3333333333333333;1.0
1796;0;0;1;0;1.0;;1.0;
3768;1;0;1;0;1.0;1.0;1.0;1.0
194;3;0;1;2;1.0;0.6;0.3333333333333333;1.0
1221;1;1;0;0;0.0;1.0;;0.5
1223;13;0;1;0;1.0;1.0;1.0;1.0
1231;5;0;1;3;1.0;0.625;0.25;1.0
9337;0;0;1;1;1.0;0.0;0.5;
1259;10;0;1;0;1.0;1.0;1.0;1.0
1261;0;0;1;1;1.0;0.0;0.5;
9256;6;0;1;6;1.0;0.5;0.14285714285714285;1.0
1279;1;0;1;0;1.0;1.0;1.0;1.0
1284;5;0;1;2;1.0;0.7142857142857143;0.3333333333333333;1.0
1800;0;0;1;0;1.0;;1.0;
1803;16;0;1;0;1.0;1.0;1.0;1.0
1304;3;1;0;7;0.0;0.3;0.0;0.75
1317;2;1;0;0;0.0;1.0;;0.6666666666666666
1320;3;0;1;1;1.0;0.75;0.5;1.0
9519;1;1;0;0;0.0;1.0;;0.5
1337;6;1;0;3;0.0;0.6666666666666666;0.0;0.8571428571428571
1851;5;0;1;1;1.0;0.8333333333333334;0.5;1.0
3909;10;0;1;9;1.0;0.5263157894736842;0.1;1.0
3912;3;1;0;1;0.0;0.75;0.0;0.75
6988;1;0;1;0;1.0;1.0;1.0;1.0
11;0;0;1;0;1.0;;1.0;
1875;1;0;1;0;1.0;1.0;1.0;1.0
1934;0;0;1;0;1.0;;1.0;
9046;5;0;1;3;1.0;0.625;0.25;1.0
858;0;0;1;0;1.0;;1.0;
3940;8;1;0;0;0.0;1.0;;0.8888888888888888
3944;7;0;1;3;1.0;0.7;0.25;1.0
9065;7;1;0;0;0.0;1.0;;0.875
1899;5;0;1;7;1.0;0.4166666666666667;0.125;1.0
1903;0;0;1;0;1.0;;1.0;
369;2;1;0;2;0.0;0.5;0.0;0.6666666666666666
1911;4;1;0;1;0.0;0.8;0.0;0.8
1915;3;0;1;3;1.0;0.5;0.25;1.0
1920;0;0;1;0;1.0;;1.0;
398;7;1;0;1;0.0;0.875;0.0;0.875
1935;1;0;1;0;1.0;1.0;1.0;1.0
3994;1;0;1;0;1.0;1.0;1.0;1.0
1951;3;0;1;1;1.0;0.75;0.5;1.0
1955;15;0;1;1;1.0;0.9375;0.5;1.0
9639;0;1;0;0;0.0;;;0.0
430;1;0;1;0;1.0;1.0;1.0;1.0
8635;0;0;1;0;1.0;;1.0;
446;9;0;1;1;1.0;0.9;0.5;1.0
1985;6;0;1;0;1.0;1.0;1.0;1.0
1986;2;0;1;1;1.0;0.6666666666666666;0.5;1.0
2019;0;0;1;0;1.0;;1.0;
490;1;0;1;0;1.0;1.0;1.0;1.0
3569;0;1;0;0;0.0;;;0.0
3578;7;1;0;5;0.0;0.5833333333333334;0.0;0.875
