ID;RN;FN;RP;FP;Sensitivitaet;Spezifitaet;PPV;NPV
2566;2;1;0;0;0.0;1.0;;0.6666666666666666
2571;2;1;0;0;0.0;1.0;;0.6666666666666666
2576;78;1;0;2;0.0;0.975;0.0;0.9873417721518988
2578;30;1;0;1;0.0;0.967741935483871;0.0;0.967741935483871
2595;94;1;0;1;0.0;0.9894736842105263;0.0;0.9894736842105263
2621;137;0;1;2;1.0;0.9856115107913669;0.3333333333333333;1.0
2625;175;1;0;1;0.0;0.9943181818181818;0.0;0.9943181818181818
2630;45;1;0;0;0.0;1.0;;0.9782608695652174
2633;32;1;0;2;0.0;0.9411764705882353;0.0;0.9696969696969697
2636;9;1;0;0;0.0;1.0;;0.9
2639;92;1;0;2;0.0;0.9787234042553191;0.0;0.989247311827957
2641;199;1;0;17;0.0;0.9212962962962963;0.0;0.995
2650;3;0;1;0;1.0;1.0;1.0;1.0
2658;45;1;0;5;0.0;0.9;0.0;0.9782608695652174
2581;14;0;1;1;1.0;0.9333333333333333;0.5;1.0
2545;26;0;1;0;1.0;1.0;1.0;1.0
2712;31;1;0;2;0.0;0.9393939393939394;0.0;0.96875
2737;17;1;0;0;0.0;1.0;;0.9444444444444444
2747;22;1;0;5;0.0;0.8148148148148148;0.0;0.9565217391304348
2596;13;1;0;1;0.0;0.9285714285714286;0.0;0.9285714285714286
2601;12;1;0;3;0.0;0.8;0.0;0.9230769230769231
2728;121;1;0;5;0.0;0.9603174603174603;0.0;0.9918032786885246
2558;35;0;1;4;1.0;0.8974358974358975;0.2;1.0
