ID;RN;FN;RP;FP;Sensitivitaet;Spezifitaet;PPV;NPV
2566;0;1;0;0;0.0;;;0.0
2571;0;1;0;0;0.0;;;0.0
2576;4;0;1;1;1.0;0.8;0.5;1.0
2578;1;0;1;0;1.0;1.0;1.0;1.0
2595;5;0;1;0;1.0;1.0;1.0;1.0
2621;6;0;1;2;1.0;0.75;0.3333333333333333;1.0
2625;11;0;1;0;1.0;1.0;1.0;1.0
2630;2;1;0;0;0.0;1.0;;0.6666666666666666
2633;1;0;1;1;1.0;0.5;0.5;1.0
2636;0;1;0;0;0.0;;;0.0
2639;4;0;1;1;1.0;0.8;0.5;1.0
2641;3;0;1;10;1.0;0.23076923076923078;0.09090909090909091;1.0
2650;0;0;1;0;1.0;;1.0;
2658;1;0;1;2;1.0;0.3333333333333333;0.3333333333333333;1.0
2581;0;0;1;0;1.0;;1.0;
2545;1;0;1;0;1.0;1.0;1.0;1.0
2712;2;0;1;0;1.0;1.0;1.0;1.0
2737;1;1;0;0;0.0;1.0;;0.5
2747;0;0;1;1;1.0;0.0;0.5;
2596;0;0;1;0;1.0;;1.0;
2601;0;0;1;0;1.0;;1.0;
2728;4;0;1;3;1.0;0.5714285714285714;0.25;1.0
2558;1;0;1;1;1.0;0.5;0.5;1.0
