ID;RN;FN;RP;FP;Sensitivitaet;Spezifitaet;PPV;NPV
2566;0;1;0;0;0.0;;;0.0
2571;0;1;0;0;0.0;;;0.0
2576;5;0;1;1;1.0;0.8333333333333334;0.5;1.0
2578;1;1;0;1;0.0;0.5;0.0;0.5
2595;7;0;1;0;1.0;1.0;1.0;1.0
2621;9;0;1;2;1.0;0.8181818181818182;0.3333333333333333;1.0
2625;14;0;1;0;1.0;1.0;1.0;1.0
2630;3;1;0;0;0.0;1.0;;0.75
2633;1;0;1;1;1.0;0.5;0.5;1.0
2636;0;1;0;0;0.0;;;0.0
2639;6;0;1;1;1.0;0.8571428571428571;0.5;1.0
2641;5;0;1;13;1.0;0.2777777777777778;0.07142857142857142;1.0
2650;0;0;1;0;1.0;;1.0;
2658;1;0;1;3;1.0;0.25;0.25;1.0
2581;1;0;1;0;1.0;1.0;1.0;1.0
2545;2;0;1;0;1.0;1.0;1.0;1.0
2712;1;0;1;1;1.0;0.5;0.5;1.0
2737;1;1;0;0;0.0;1.0;;0.5
2747;0;0;1;2;1.0;0.0;0.3333333333333333;
2596;1;0;1;0;1.0;1.0;1.0;1.0
2601;1;0;1;0;1.0;1.0;1.0;1.0
2728;7;0;1;3;1.0;0.7;0.25;1.0
2558;1;0;1;2;1.0;0.3333333333333333;0.3333333333333333;1.0
