ID;RN;FN;RP;FP;Sensitivitaet;Spezifitaet;PPV;NPV
2566;0;1;0;0;0.0;;;0.0
2571;0;1;0;0;0.0;;;0.0
2576;7;0;1;0;1.0;1.0;1.0;1.0
2578;1;1;0;1;0.0;0.5;0.0;0.5
2595;8;0;1;0;1.0;1.0;1.0;1.0
2621;11;1;0;1;0.0;0.9166666666666666;0.0;0.9166666666666666
2625;16;0;1;0;1.0;1.0;1.0;1.0
2630;4;1;0;0;0.0;1.0;;0.8
2633;2;0;1;1;1.0;0.6666666666666666;0.5;1.0
2636;0;1;0;0;0.0;;;0.0
2639;7;0;1;1;1.0;0.875;0.5;1.0
2641;12;0;1;7;1.0;0.631578947368421;0.125;1.0
2650;0;1;0;0;0.0;;;0.0
2658;2;0;1;2;1.0;0.5;0.3333333333333333;1.0
2581;1;0;1;0;1.0;1.0;1.0;1.0
2545;2;1;0;0;0.0;1.0;;0.6666666666666666
2712;2;0;1;1;1.0;0.6666666666666666;0.5;1.0
2737;1;1;0;0;0.0;1.0;;0.5
2747;0;0;1;2;1.0;0.0;0.3333333333333333;
2596;1;1;0;0;0.0;1.0;;0.5
2601;1;0;1;0;1.0;1.0;1.0;1.0
2728;9;0;1;2;1.0;0.8181818181818182;0.3333333333333333;1.0
2558;2;0;1;1;1.0;0.6666666666666666;0.5;1.0
