ID;Kuh/Faerse;Gekalbt (ja/nein);Umstallzeit;Echte Geburtszeit;Geburtsverlauf;Event (ja/nein);Event Score;SonT;Eventzeit;SoffT;Moocall Score;Alarm (ja/nein);Alarmtyp (HA1/HA2);Alarmzeit
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;2;ja;1;2017-10-23 12:06:00;2017-10-23 14:30:00;;0;nein;;
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;2;nein;;;;;;ja;HA1h;2017-10-23 03:16:00
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;2;nein;;;;;;ja;HA1h;2017-10-23 05:32:00
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;2;nein;;;;;;ja;HA1h;2017-10-23 13:01:00
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;2;nein;;;;;;ja;HA2h;2017-10-23 14:01:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;4;2017-12-15 14:03:00;2017-12-15 22:00:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;4;2017-12-15 22:01:00;2017-12-16 00:11:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;4;2017-12-16 00:12:00;2017-12-16 10:04:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;3;2017-12-16 10:05:00;2017-12-17 15:04:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;3;2017-12-17 15:05:00;2017-12-17 21:08:00;;2;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;4;2017-12-17 21:09:00;2017-12-18 02:15:00;;2;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;4;2017-12-18 02:16:00;2017-12-18 05:10:00;;2;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;4;2017-12-18 05:11:00;2017-12-18 15:07:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;4;2017-12-18 15:08:00;2017-12-18 23:07:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;4;2017-12-18 23:08:00;2017-12-19 00:01:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;4;2017-12-19 00:02:00;2017-12-19 05:07:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;9;2017-12-19 05:08:00;2017-12-19 15:06:00;;0;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;4;2017-12-19 15:07:00;2017-12-20 17:19:00;;2;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;ja;1;2017-12-20 17:20:00;2017-12-20 20:30:00;;2;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;nein;;;;;;ja;HA1h;2017-12-15 19:38:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;nein;;;;;;ja;HA1h;2017-12-17 23:03:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;nein;;;;;;ja;HA1h;2017-12-20 00:05:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;nein;;;;;;ja;HA1h;2017-12-20 10:03:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;nein;;;;;;ja;HA1h;2017-12-20 19:22:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;nein;;;;;;ja;HA2h;2017-12-18 02:51:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;nein;;;;;;ja;HA2h;2017-12-20 01:05:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;2;nein;;;;;;ja;HA2h;2017-12-20 20:22:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;3;ja;3;2017-10-02 19:00:00;2017-10-03 12:30:00;;;nein;;
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;3;ja;3;2017-10-03 12:31:00;2017-10-03 23:00:00;;;nein;;
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;3;ja;1;2017-10-03 23:01:00;2017-10-04 11:00:00;2017-10-04 12:34:00;;nein;;
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;3;nein;;;;;;ja;HA1h;2017-10-03 03:57:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;3;nein;;;;;;ja;HA1h;2017-10-03 12:18:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;3;nein;;;;;;ja;HA1h;2017-10-03 23:16:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;3;nein;;;;;;ja;HA1h;2017-10-04 08:57:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;3;nein;;;;;;ja;HA1h;2017-10-04 10:11:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;3;nein;;;;;;ja;HA2h;2017-10-03 13:17:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;3;nein;;;;;;ja;HA2h;2017-10-04 00:15:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;3;nein;;;;;;ja;HA2h;2017-10-04 11:11:00
