ID;Lueckengroesse [h]
2737;89.65
2641;70.13333333333334
2621;59.96666666666667
2641;55.0
2636;53.31666666666667
2576;42.666666666666664
2641;36.61666666666667
2578;26.0
2641;24.916666666666668
2621;23.95
2576;23.016666666666666
2639;18.1
2576;14.0
2625;12.783333333333333
2576;12.15
2630;10.183333333333334
2641;10.05
2576;8.25
2658;8.083333333333334
2625;7.05
2625;6.066666666666666
2641;5.966666666666667
2566;5.633333333333334
2641;2.0166666666666666
2576;2.0
2630;1.5
2630;0.95
2625;0.75
2658;0.7
2545;0.6666666666666666
2545;0.6666666666666666
2641;0.1
2558;0.016666666666666666
2558;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2728;0.016666666666666666
2601;0.016666666666666666
2601;0.016666666666666666
2747;0.016666666666666666
2747;0.016666666666666666
2747;0.016666666666666666
2747;0.016666666666666666
2747;0.016666666666666666
2747;0.016666666666666666
2747;0.016666666666666666
2747;0.016666666666666666
2747;0.016666666666666666
2747;0.016666666666666666
2747;0.016666666666666666
2747;0.016666666666666666
2737;0.016666666666666666
2737;0.016666666666666666
2737;0.016666666666666666
2737;0.016666666666666666
2737;0.016666666666666666
2737;0.016666666666666666
2737;0.016666666666666666
2712;0.016666666666666666
2712;0.016666666666666666
2712;0.016666666666666666
2712;0.016666666666666666
2712;0.016666666666666666
2658;0.016666666666666666
2658;0.016666666666666666
2641;0.016666666666666666
2641;0.016666666666666666
2641;0.016666666666666666
2641;0.016666666666666666
2639;0.016666666666666666
2630;0.016666666666666666
2625;0.016666666666666666
2621;0.016666666666666666
2621;0.016666666666666666
2595;0.016666666666666666
2595;0.016666666666666666
2578;0.016666666666666666
2576;0.016666666666666666
2576;0.016666666666666666
