Kuh ID;Kuh / Faerse;Gekalbt (ja / nein);Erster SonT;Anzahl HA1-Alarme;HA1_1;HA1_2;HA1_3;HA1_4;HA1_5;HA1_6;HA1_7;HA1_8;HA1_9;HA1_10;HA1_11;HA1_12;HA1_13;HA1_14;HA1_15;HA1_16;HA1_17;HA1_18;Anzahl HA2-Alarme;HA2_1;HA2_2;HA2_3;HA2_4;HA2_5;HA2_6;HA2_7;HA2_8;HA2_9;Umstallzeit;dt HA1_1 [h];dt HA1_2 [h];dt HA1_3 [h];dt HA1_4 [h];dt HA1_5 [h];dt HA1_6 [h];dt HA1_7 [h];dt HA1_8 [h];dt HA1_9 [h];dt HA1_10 [h];dt HA1_11 [h];dt HA1_12 [h];dt HA1_13 [h];dt HA1_14 [h];dt HA1_15 [h];dt HA1_16 [h];dt HA1_17 [h];dt HA1_18 [h];dt HA2_1 [h];dt HA2_2 [h];dt HA2_3 [h];dt HA2_4 [h];dt HA2_5 [h];dt HA2_6 [h];dt HA2_7 [h];dt HA2_8 [h];dt HA2_9 [h]
1175;Kuh;ja;2017-10-25 02:22:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-11-01 19:30:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
2712;Faerse;ja;2017-12-15 13:55:00;2;2017-12-16 10:05:00;2017-12-16 21:31:00;;;;;;;;;;;;;;;;;2;2017-12-16 11:05:00;2017-12-16 22:31:00;;;;;;;;2017-12-16 23:30:00;13,416666666666666;1,9833333333333334;;;;;;;;;;;;;;;;;12,416666666666666;0,9833333333333333;;;;;;;
668;Kuh;ja;2017-09-29 16:25:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-10-04 17:30:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
1181;Kuh;ja;2017-10-22 16:10:00;1;2017-10-23 17:01:00;;;;;;;;;;;;;;;;;;1;2017-10-23 18:01:00;;;;;;;;;2017-10-23 18:00:00;0,9833333333333333;;;;;;;;;;;;;;;;;;-0,016666666666666666;;;;;;;;
1183;Kuh;ja;2017-10-01 01:20:00;5;2017-10-03 10:15:00;2017-10-03 12:48:00;2017-10-04 01:10:00;2017-10-04 04:47:00;2017-10-04 22:55:00;;;;;;;;;;;;;;1;2017-10-04 23:55:00;;;;;;;;;2017-10-05 01:30:00;39,25;36,7;24,333333333333332;20,716666666666665;2,5833333333333335;;;;;;;;;;;;;;1,5833333333333333;;;;;;;;
9896;Kuh;nein;2017-12-20 21:24:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5794;Kuh;ja;2017-12-16 13:23:00;1;2017-12-20 09:45:00;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-12-20 08:30:00;-1,25;;;;;;;;;;;;;;;;;;;;;;;;;;
1188;Kuh;ja;2017-10-01 05:10:00;2;2017-10-01 08:05:00;2017-10-03 10:44:00;;;;;;;;;;;;;;;;;1;2017-10-03 11:31:00;;;;;;;;;2017-10-03 12:30:00;52,416666666666664;1,7666666666666666;;;;;;;;;;;;;;;;;0,9833333333333333;;;;;;;;
9381;Kuh;ja;2017-12-20 09:24:00;1;2017-12-20 14:39:00;;;;;;;;;;;;;;;;;;1;2017-12-20 15:39:00;;;;;;;;;2017-12-20 14:30:00;-0,15;;;;;;;;;;;;;;;;;;-1,15;;;;;;;;
8872;Kuh;ja;2017-10-07 18:29:00;5;2017-10-08 04:24:00;2017-10-08 09:42:00;2017-10-09 14:57:00;2017-10-09 20:40:00;2017-10-09 22:36:00;;;;;;;;;;;;;;1;2017-10-09 23:36:00;;;;;;;;;2017-10-09 23:30:00;43,1;37,8;8,55;2,8333333333333335;0,9;;;;;;;;;;;;;;-0,1;;;;;;;;
1052;Kuh;ja;2017-09-30 08:30:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-10-04 09:30:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
1195;Kuh;ja;2017-12-20 16:13:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-12-20 17:30:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
1196;Kuh;ja;2017-11-02 07:22:00;4;2017-11-03 08:18:00;2017-11-03 12:37:00;2017-11-04 01:01:00;2017-11-02 08:19:00;;;;;;;;;;;;;;;4;2017-11-03 09:17:00;2017-11-03 13:36:00;2017-11-04 02:00:00;2017-11-02 09:19:00;;;;;;2017-11-05 02:30:00;42,2;37,88333333333333;25,483333333333334;66,18333333333334;;;;;;;;;;;;;;;41,21666666666667;36,9;24,5;65,18333333333334;;;;;
1366;Kuh;ja;2017-12-15 14:40:00;2;2017-12-18 02:12:00;2017-12-19 19:19:00;;;;;;;;;;;;;;;;;1;2017-12-19 19:26:00;;;;;;;;;2017-12-19 18:30:00;40,3;-0,8166666666666667;;;;;;;;;;;;;;;;;-0,9333333333333333;;;;;;;;
2737;Faerse;ja;2017-12-17 01:05:00;1;2017-12-21 08:42:00;;;;;;;;;;;;;;;;;;1;2017-12-21 09:42:00;;;;;;;;;2017-12-21 12:38:00;3,933333333333333;;;;;;;;;;;;;;;;;;2,933333333333333;;;;;;;;
181;Kuh;ja;2017-10-13 10:12:00;4;2017-10-13 19:26:00;2017-10-14 18:52:00;2017-10-15 04:25:00;2017-10-15 08:29:00;;;;;;;;;;;;;;;3;2017-10-13 20:25:00;2017-10-15 05:24:00;2017-10-15 09:28:00;;;;;;;2017-10-15 07:00:00;35,56666666666667;12,133333333333333;2,5833333333333335;-1,4833333333333334;;;;;;;;;;;;;;;34,583333333333336;1,6;-2,466666666666667;;;;;;
1796;Kuh;ja;2017-09-29 16:26:00;1;2017-09-29 17:36:00;;;;;;;;;;;;;;;;;;1;2017-09-29 18:36:00;;;;;;;;;2017-09-29 18:40:00;1,0666666666666667;;;;;;;;;;;;;;;;;;0,06666666666666667;;;;;;;;
3768;Kuh;ja;2017-12-17 20:15:00;1;2017-12-18 05:53:00;;;;;;;;;;;;;;;;;;1;2017-12-18 06:52:00;;;;;;;;;2017-12-18 06:30:00;0,6166666666666667;;;;;;;;;;;;;;;;;;-0,36666666666666664;;;;;;;;
2747;Faerse;ja;2017-12-20 07:08:00;4;2017-12-20 08:50:00;2017-12-20 13:00:00;2017-12-20 22:33:00;2017-12-21 03:50:00;;;;;;;;;;;;;;;4;2017-12-20 09:50:00;2017-12-20 14:00:00;2017-12-20 23:33:00;2017-12-21 05:02:00;;;;;;2017-12-21 10:30:00;25,666666666666668;21,5;11,95;6,666666666666667;;;;;;;;;;;;;;;24,666666666666668;20,5;10,95;5,466666666666667;;;;;
194;Kuh;ja;2017-10-18 10:10:00;3;2017-10-26 22:37:00;2017-10-25 03:14:00;2017-10-22 06:13:00;;;;;;;;;;;;;;;;1;2017-10-26 23:37:00;;;;;;;;;2017-10-27 01:10:00;2,55;45,93333333333333;114,95;;;;;;;;;;;;;;;;1,55;;;;;;;;
1221;Kuh;ja;2017-10-26 12:16:00;1;2017-10-26 20:35:00;;;;;;;;;;;;;;;;;;1;2017-10-26 21:34:00;;;;;;;;;2017-10-26 20:30:00;-0,08333333333333333;;;;;;;;;;;;;;;;;;-1,0666666666666667;;;;;;;;
1223;Kuh;ja;2017-10-20 00:15:00;4;2017-10-24 13:09:00;2017-10-26 01:08:00;2017-10-26 04:08:00;2017-10-26 06:18:00;;;;;;;;;;;;;;;1;2017-10-26 05:19:00;;;;;;;;;2017-10-26 05:30:00;40,35;4,366666666666666;1,3666666666666667;-0,8;;;;;;;;;;;;;;;0,18333333333333332;;;;;;;;
8311;Kuh;nein;2017-12-15 15:04:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;Kuh;nein;2017-10-05 01:10:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1231;Kuh;ja;2017-10-10 09:23:00;6;2017-10-13 15:32:00;2017-10-10 23:08:00;2017-10-11 04:05:00;2017-10-11 05:48:00;2017-10-11 13:16:00;2017-10-11 16:14:00;;;;;;;;;;;;;1;2017-10-13 16:32:00;;;;;;;;;2017-10-13 17:50:00;2,3;66,7;61,75;60,03333333333333;52,56666666666667;49,6;;;;;;;;;;;;;1,3;;;;;;;;
1237;Kuh;nein;2017-10-14 02:13:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9337;Kuh;ja;2017-12-20 18:21:00;2;2017-12-20 19:16:00;2017-12-21 07:10:00;;;;;;;;;;;;;;;;;1;2017-12-21 08:09:00;;;;;;;;;2017-12-21 07:30:00;12,233333333333333;0,3333333333333333;;;;;;;;;;;;;;;;;-0,65;;;;;;;;
2596;Faerse;ja;2017-10-09 04:02:00;2;2017-10-09 16:17:00;2017-10-09 18:37:00;;;;;;;;;;;;;;;;;1;2017-10-09 19:37:00;;;;;;;;;2017-10-09 18:30:00;2,216666666666667;-0,11666666666666667;;;;;;;;;;;;;;;;;-1,1166666666666667;;;;;;;;
8935;Kuh;nein;2017-11-06 17:27:00;0;;;;;;;;;;;;;;;;;;;1;2017-11-07 00:11:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1259;Kuh;ja;2017-12-16 06:09:00;2;2017-12-19 10:14:00;2017-12-19 14:20:00;;;;;;;;;;;;;;;;;2;2017-12-19 11:11:00;2017-12-19 15:21:00;;;;;;;;2017-12-19 15:30:00;5,266666666666667;1,1666666666666667;;;;;;;;;;;;;;;;;4,316666666666666;0,15;;;;;;;
9879;Kuh;nein;2017-10-15 14:10:00;1;2017-10-20 11:08:00;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1261;Kuh;ja;2017-10-10 11:16:00;2;2017-10-10 11:17:00;2017-10-11 01:02:00;;;;;;;;;;;;;;;;;2;2017-10-10 12:16:00;2017-10-11 02:01:00;;;;;;;;2017-10-11 02:00:00;14,716666666666667;0,9666666666666667;;;;;;;;;;;;;;;;;13,733333333333333;-0,016666666666666666;;;;;;;
9256;Kuh;ja;2017-10-01 10:30:00;7;2017-10-08 21:07:00;2017-10-08 23:18:00;2017-10-09 03:32:00;2017-10-01 11:15:00;2017-10-03 11:15:00;2017-10-04 10:20:00;2017-10-05 02:50:00;;;;;;;;;;;;4;2017-10-09 00:30:00;2017-10-09 04:32:00;2017-10-01 12:15:00;2017-10-03 12:15:00;;;;;;2017-10-09 04:30:00;7,383333333333334;5,2;0,9666666666666667;185,25;137,25;114,16666666666667;97,66666666666667;;;;;;;;;;;;4,0;-0,03333333333333333;184,25;136,25;;;;;
2601;Faerse;ja;2017-10-22 23:11:00;3;2017-10-23 03:16:00;2017-10-23 05:32:00;2017-10-23 13:01:00;;;;;;;;;;;;;;;;1;2017-10-23 14:01:00;;;;;;;;;2017-10-23 14:30:00;11,233333333333333;8,966666666666667;1,4833333333333334;;;;;;;;;;;;;;;;0,48333333333333334;;;;;;;;
1279;Kuh;ja;2017-12-19 16:34:00;3;2017-12-19 19:34:00;2017-12-19 23:34:00;2017-12-20 03:59:00;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-12-20 03:30:00;7,933333333333334;3,933333333333333;-0,48333333333333334;;;;;;;;;;;;;;;;;;;;;;;;
1792;Kuh;nein;2017-09-29 16:25:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1284;Kuh;ja;2017-12-17 10:26:00;3;2017-12-17 11:21:00;2017-12-19 03:13:00;2017-12-19 19:49:00;;;;;;;;;;;;;;;;1;2017-12-19 20:48:00;;;;;;;;;2017-12-19 21:30:00;58,15;18,283333333333335;1,6833333333333333;;;;;;;;;;;;;;;;0,7;;;;;;;;
1800;Kuh;ja;2017-10-01 01:00:00;2;2017-10-01 02:14:00;2017-10-01 06:27:00;;;;;;;;;;;;;;;;;2;2017-10-01 03:14:00;2017-10-01 07:37:00;;;;;;;;2017-10-01 03:30:00;1,2666666666666666;-2,95;;;;;;;;;;;;;;;;;0,26666666666666666;-4,116666666666666;;;;;;;
1803;Kuh;ja;2017-10-13 11:05:00;1;2017-10-23 02:24:00;;;;;;;;;;;;;;;;;;1;2017-10-23 03:24:00;;;;;;;;;2017-10-23 03:00:00;0,6;;;;;;;;;;;;;;;;;;-0,4;;;;;;;;
274;Kuh;nein;2017-10-08 15:11:00;1;2017-10-11 02:04:00;;;;;;;;;;;;;;;;;;1;2017-10-11 03:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;Kuh;nein;2017-10-16 10:07:00;1;2017-10-16 09:40:00;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1304;Kuh;ja;2017-10-27 16:20:00;9;2017-10-27 23:15:00;2017-10-28 19:45:00;2017-10-29 00:18:00;2017-10-29 09:00:00;2017-10-29 15:06:00;2017-10-29 22:41:00;2017-10-30 03:57:00;2017-10-30 11:59:00;2017-10-30 13:50:00;;;;;;;;;;4;2017-10-29 16:06:00;2017-10-29 23:40:00;2017-10-30 04:57:00;2017-10-30 14:50:00;;;;;;2017-10-31 02:30:00;75,25;54,75;50,2;41,5;35,4;27,816666666666666;22,55;14,516666666666667;12,666666666666666;;;;;;;;;;34,4;26,833333333333332;21,55;11,666666666666666;;;;;
1821;Kuh;nein;2017-09-29 18:10:00;3;2017-09-29 19:42:00;2017-09-30 10:50:00;2017-10-01 11:58:00;;;;;;;;;;;;;;;;3;2017-09-29 20:31:00;2017-09-30 11:50:00;2017-10-01 13:08:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2728;Faerse;ja;2017-12-15 14:03:00;5;2017-12-15 19:38:00;2017-12-17 23:03:00;2017-12-20 00:05:00;2017-12-20 10:03:00;2017-12-20 19:22:00;;;;;;;;;;;;;;3;2017-12-18 02:51:00;2017-12-20 01:05:00;2017-12-20 20:22:00;;;;;;;2017-12-20 20:30:00;120,86666666666666;69,45;20,416666666666668;10,45;1,1333333333333333;;;;;;;;;;;;;;65,65;19,416666666666668;0,13333333333333333;;;;;;
1317;Kuh;ja;2017-12-15 14:35:00;1;2017-12-16 11:44:00;;;;;;;;;;;;;;;;;;1;2017-12-16 12:43:00;;;;;;;;;2017-12-16 11:30:00;-0,23333333333333334;;;;;;;;;;;;;;;;;;-1,2166666666666666;;;;;;;;
1320;Kuh;ja;2017-10-07 21:21:00;3;2017-10-09 06:24:00;2017-10-09 20:30:00;2017-10-09 22:01:00;;;;;;;;;;;;;;;;1;2017-10-09 23:01:00;;;;;;;;;2017-10-09 23:30:00;17,1;3,0;1,4833333333333334;;;;;;;;;;;;;;;;0,48333333333333334;;;;;;;;
9519;Kuh;ja;2017-11-05 17:18:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-11-06 07:30:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
2611;Kuh;nein;2017-10-19 09:06:00;3;2017-10-19 11:15:00;2017-10-21 16:25:00;2017-10-21 21:26:00;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1336;Kuh;nein;2017-11-09 23:38:00;5;2017-11-10 02:26:00;2017-11-10 09:43:00;2017-11-10 15:09:00;2017-11-11 01:29:00;2017-11-11 07:21:00;;;;;;;;;;;;;;3;2017-11-10 03:26:00;2017-11-10 10:43:00;2017-11-11 02:29:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1337;Kuh;ja;2017-10-26 06:05:00;3;2017-10-27 07:41:00;2017-10-28 02:01:00;2017-10-28 08:06:00;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-10-29 11:30:00;51,81666666666667;33,483333333333334;27,4;;;;;;;;;;;;;;;;;;;;;;;;
1851;Kuh;ja;2017-10-07 00:30:00;3;2017-10-12 05:33:00;2017-10-07 07:26:00;2017-10-07 09:52:00;;;;;;;;;;;;;;;;2;2017-10-12 06:33:00;2017-10-07 10:51:00;;;;;;;;2017-10-12 06:15:00;0,7;118,81666666666666;116,38333333333334;;;;;;;;;;;;;;;;-0,3;115,4;;;;;;;
1854;Kuh;nein;2017-09-29 16:18:00;1;2017-09-29 19:46:00;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3909;Kuh;ja;2017-10-15 12:24:00;10;2017-10-16 00:18:00;2017-10-16 19:32:00;2017-10-17 00:34:00;2017-10-17 04:58:00;2017-10-17 08:25:00;2017-10-17 11:00:00;2017-10-18 02:21:00;2017-10-23 05:55:00;2017-10-23 15:41:00;2017-10-24 08:25:00;;;;;;;;;8;2017-10-16 01:30:00;2017-10-16 07:26:00;2017-10-16 12:05:00;2017-10-16 20:30:00;2017-10-17 01:22:00;2017-10-17 12:00:00;2017-10-18 03:21:00;2017-10-24 09:24:00;;2017-10-24 10:30:00;202,2;182,96666666666667;177,93333333333334;173,53333333333333;170,08333333333334;167,5;152,15;28,583333333333332;18,816666666666666;2,0833333333333335;;;;;;;;;201,0;195,06666666666666;190,41666666666666;182,0;177,13333333333333;166,5;151,15;1,1;
3912;Kuh;ja;2017-10-18 10:17:00;3;2017-10-19 03:54:00;2017-10-20 13:10:00;2017-10-18 13:25:00;;;;;;;;;;;;;;;;1;2017-10-20 13:10:00;;;;;;;;;2017-10-20 12:30:00;32,6;-0,6666666666666666;47,083333333333336;;;;;;;;;;;;;;;;-0,6666666666666666;;;;;;;;
6988;Kuh;ja;2017-10-22 15:15:00;1;2017-10-23 04:05:00;;;;;;;;;;;;;;;;;;1;2017-10-23 05:05:00;;;;;;;;;2017-10-23 06:40:00;2,5833333333333335;;;;;;;;;;;;;;;;;;1,5833333333333333;;;;;;;;
11;Kuh;ja;2017-12-20 11:06:00;1;2017-12-20 15:30:00;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-12-20 15:30:00;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;Kuh;ja;2017-10-11 17:15:00;0;;;;;;;;;;;;;;;;;;;1;2017-10-12 00:15:00;;;;;;;;;2017-10-12 02:00:00;;;;;;;;;;;;;;;;;;;1,75;;;;;;;;
1934;Kuh;ja;2017-11-06 23:03:00;1;2017-11-06 23:11:00;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-11-07 00:30:00;1,3166666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;
9046;Kuh;ja;2017-11-02 07:36:00;4;2017-11-03 00:27:00;2017-11-03 06:33:00;2017-11-03 13:09:00;2017-11-05 06:01:00;;;;;;;;;;;;;;;3;2017-11-03 01:39:00;2017-11-03 07:33:00;2017-11-05 07:01:00;;;;;;;2017-11-05 09:30:00;57,05;50,95;44,35;3,4833333333333334;;;;;;;;;;;;;;;55,85;49,95;2,4833333333333334;;;;;;
858;Kuh;ja;2017-09-29 16:25:00;3;2017-09-29 19:32:00;2017-09-29 23:41:00;2017-09-30 03:46:00;;;;;;;;;;;;;;;;2;2017-09-29 20:20:00;2017-09-30 00:29:00;;;;;;;;2017-09-30 01:30:00;5,966666666666667;1,8166666666666667;-2,2666666666666666;;;;;;;;;;;;;;;;5,166666666666667;1,0166666666666666;;;;;;;
1883;Kuh;nein;2017-09-30 10:00:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9564;Kuh;nein;2017-11-02 14:10:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;Kuh;nein;2017-10-26 03:17:00;1;2017-11-01 11:04:00;;;;;;;;;;;;;;;;;;1;2017-11-02 00:03:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3940;Kuh;ja;2017-10-18 12:12:00;1;2017-10-18 22:44:00;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-10-25 15:30:00;160,76666666666668;;;;;;;;;;;;;;;;;;;;;;;;;;
3944;Kuh;ja;2017-10-19 01:20:00;4;2017-10-26 10:33:00;2017-10-22 00:28:00;2017-10-22 14:47:00;2017-10-23 14:27:00;;;;;;;;;;;;;;;1;2017-10-26 11:33:00;;;;;;;;;2017-10-26 12:30:00;1,95;108,03333333333333;93,71666666666667;70,05;;;;;;;;;;;;;;;0,95;;;;;;;;
9065;Kuh;ja;2017-10-12 08:15:00;1;2017-10-14 22:42:00;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-10-14 22:15:00;-0,45;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;Kuh;ja;2017-10-10 13:14:00;11;2017-10-11 22:52:00;2017-10-12 00:08:00;2017-10-12 02:04:00;2017-10-12 09:51:00;2017-10-15 05:26:00;2017-10-15 09:53:00;2017-10-15 14:18:00;2017-10-16 08:37:00;2017-10-17 09:36:00;2017-10-17 13:42:00;2017-10-10 21:26:00;;;;;;;;9;2017-10-12 03:04:00;2017-10-12 10:51:00;2017-10-15 06:26:00;2017-10-15 10:53:00;2017-10-15 15:18:00;2017-10-16 09:37:00;2017-10-17 10:25:00;2017-10-17 15:05:00;2017-10-10 22:25:00;2017-10-17 15:00:00;136,13333333333333;134,86666666666667;132,93333333333334;125,15;57,56666666666667;53,11666666666667;48,7;30,383333333333333;5,4;1,3;161,56666666666666;;;;;;;;131,93333333333334;124,15;56,56666666666667;52,11666666666667;47,7;29,383333333333333;4,583333333333333;-0,08333333333333333;160,58333333333334
366;Kuh;nein;2017-10-15 13:20:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;Kuh;ja;2017-10-31 19:10:00;1;2017-10-31 20:07:00;;;;;;;;;;;;;;;;;;1;2017-10-31 21:06:00;;;;;;;;;2017-10-31 22:30:00;2,3833333333333333;;;;;;;;;;;;;;;;;;1,4;;;;;;;;
369;Kuh;ja;2017-10-02 02:00:00;3;2017-10-02 10:48:00;2017-10-02 16:01:00;2017-10-03 14:45:00;;;;;;;;;;;;;;;;2;2017-10-02 11:48:00;2017-10-02 16:48:00;;;;;;;;2017-10-05 18:45:00;79,95;74,73333333333333;52,0;;;;;;;;;;;;;;;;78,95;73,95;;;;;;;
1908;Kuh;nein;2017-12-19 19:14:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;Kuh;ja;2017-11-01 14:45:00;1;2017-11-02 16:36:00;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-11-03 13:30:00;20,9;;;;;;;;;;;;;;;;;;;;;;;;;;
9081;Kuh;nein;2017-10-22 00:10:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1915;Kuh;ja;2017-10-23 23:10:00;5;2017-10-24 03:39:00;2017-10-24 11:44:00;2017-10-26 12:39:00;2017-10-26 18:56:00;2017-10-26 23:02:00;;;;;;;;;;;;;;4;2017-10-24 04:39:00;2017-10-24 12:44:00;2017-10-26 20:08:00;2017-10-27 00:02:00;;;;;;2017-10-27 03:30:00;71,85;63,766666666666666;14,85;8,566666666666666;4,466666666666667;;;;;;;;;;;;;;70,85;62,766666666666666;7,366666666666666;3,466666666666667;;;;;
1920;Kuh;ja;2017-11-10 23:30:00;1;2017-11-11 00:41:00;;;;;;;;;;;;;;;;;;1;2017-11-11 01:41:00;;;;;;;;;2017-11-11 03:30:00;2,816666666666667;;;;;;;;;;;;;;;;;;1,8166666666666667;;;;;;;;
7553;Kuh;nein;2017-11-01 13:25:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1925;Kuh;nein;2017-11-05 14:12:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1931;Kuh;nein;2017-10-26 23:10:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
398;Kuh;ja;2017-09-29 16:32:00;2;2017-09-30 16:40:00;2017-10-03 05:12:00;;;;;;;;;;;;;;;;;1;2017-10-03 06:12:00;;;;;;;;;2017-10-03 04:30:00;59,833333333333336;-0,7;;;;;;;;;;;;;;;;;-1,7;;;;;;;;
1935;Kuh;ja;2017-11-05 05:11:00;1;2017-11-06 15:02:00;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-11-06 16:30:00;1,4666666666666666;;;;;;;;;;;;;;;;;;;;;;;;;;
921;Kuh;nein;2017-09-29 16:16:00;1;2017-10-03 12:36:00;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3994;Kuh;ja;2017-12-16 17:54:00;1;2017-12-17 07:55:00;;;;;;;;;;;;;;;;;;1;2017-12-17 08:54:00;;;;;;;;;2017-12-17 08:30:00;0,5833333333333334;;;;;;;;;;;;;;;;;;-0,4;;;;;;;;
3483;Kuh;nein;2017-11-05 13:10:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1951;Kuh;ja;2017-10-26 14:20:00;3;2017-10-26 16:05:00;2017-11-09 14:21:00;2017-11-09 18:28:00;;;;;;;;;;;;;;;;2;2017-11-09 15:21:00;2017-11-09 19:28:00;;;;;;;;2017-11-09 19:30:00;339,4166666666667;5,15;1,0333333333333334;;;;;;;;;;;;;;;;4,15;0,03333333333333333;;;;;;;
1955;Kuh;ja;2017-10-27 03:10:00;2;2017-10-27 17:56:00;2017-11-01 14:03:00;;;;;;;;;;;;;;;;;0;;;;;;;;;;2017-11-01 14:30:00;116,56666666666666;0,45;;;;;;;;;;;;;;;;;;;;;;;;;
3493;Kuh;nein;2017-10-07 08:20:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9639;Kuh;ja;2017-10-01 04:00:00;1;2017-10-01 10:52:00;;;;;;;;;;;;;;;;;;1;2017-10-01 11:36:00;;;;;;;;;2017-10-01 10:30:00;-0,36666666666666664;;;;;;;;;;;;;;;;;;-1,1;;;;;;;;
430;Kuh;ja;2017-12-15 14:26:00;1;2017-12-16 00:13:00;;;;;;;;;;;;;;;;;;1;2017-12-16 00:13:00;;;;;;;;;2017-12-16 02:30:00;2,283333333333333;;;;;;;;;;;;;;;;;;2,283333333333333;;;;;;;;
3509;Kuh;nein;2017-10-15 12:16:00;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8635;Kuh;ja;2017-12-15 14:57:00;1;2017-12-15 17:32:00;;;;;;;;;;;;;;;;;;1;2017-12-15 06:32:00;;;;;;;;;2017-12-15 19:30:00;1,9666666666666666;;;;;;;;;;;;;;;;;;12,966666666666667;;;;;;;;
446;Kuh;ja;2017-10-06 23:30:00;2;2017-10-09 21:49:00;2017-10-12 03:18:00;;;;;;;;;;;;;;;;;1;2017-10-12 04:18:00;;;;;;;;;2017-10-12 06:30:00;56,68333333333333;3,2;;;;;;;;;;;;;;;;;2,2;;;;;;;;
1985;Kuh;ja;2017-12-15 14:44:00;2;2017-12-17 16:09:00;2017-12-17 18:38:00;;;;;;;;;;;;;;;;;2;2017-12-17 17:19:00;2017-12-17 19:38:00;;;;;;;;2017-12-17 19:30:00;3,35;0,8666666666666667;;;;;;;;;;;;;;;;;2,183333333333333;-0,13333333333333333;;;;;;;
