Cow-ID;SonT;HA 1h;HA 2h;SoffT;Event;Event-Score;Moocall-Score;Date/Time of Parturition;Kommentar;Valid Calving;dt HA1 [min];dt HA2 [min];TP HA1;TP HA2;HA1 strict;FP HA1;FP HA2;FP soft;FN HA1;FN HA2;FN soft;;;
1231;10.10.2017 21:26;10.10.2017 23:08;;;;6;;13.10.2017 17:35;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1231;;11.10.2017 04:05;;;;6;;13.10.2017 17:35;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1231;;11.10.2017 05:48;;;;6;;13.10.2017 17:35;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1231;;11.10.2017 13:16;;;;6;;13.10.2017 17:35;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1231;;11.10.2017 16:14;;;11.10.2017 19:20;3;1;13.10.2017 17:35;;0;186;INVALID;0;0;0;1;0;0;0;0;0;;;
1231;11.10.2017 19:21;;;;11.10.2017 22:13;4;2;13.10.2017 17:35;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1231;11.10.2017 22:15;;;;12.10.2017 18:25;3;1;13.10.2017 17:35;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2588;13.10.2017 00:12;;;;13.10.2017 07:00;3;1;15.10.2017 06:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2588;13.10.2017 07:01;;;;13.10.2017 12:33;2;0;15.10.2017 06:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2585;13.10.2017 13:10;;;;14.10.2017 08:03;5;1;18.10.2017 13:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2585;14.10.2017 08:04;;;;14.10.2017 13:03;3;1;18.10.2017 13:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2585;14.10.2017 13:04;;;;15.10.2017 12:10;3;1;18.10.2017 13:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2585;15.10.2017 12:11;;;;18.10.2017 07:04;9;0;18.10.2017 13:10;TFAB;;;;;;;;;;;;;;;
2585;18.10.2017 07:05;;;18.10.2017 10:59;18.10.2017 09:05;4;2;18.10.2017 13:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3912;18.10.2017 10:17;18.10.2017 13:25;;18.10.2017 16:39;18.10.2017 11:18;2;1;20.10.2017 15:05;;0;-127;INVALID;0;0;0;1;0;0;0;0;0;;;
141;18.10.2017 11:20;;;;18.10.2017 15:21;2;0;21.10.2017 10:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3940;19.10.2017 00:10;;;;19.10.2017 09:14;3;1;25.10.2017 17:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3940;19.10.2017 09:15;;;;19.10.2017 13:12;2;0;25.10.2017 17:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3940;19.10.2017 13:13;;;;19.10.2017 23:20;3;1;25.10.2017 17:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3940;19.10.2017 23:21;;;;20.10.2017 02:10;3;1;25.10.2017 17:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3940;20.10.2017 02:11;;;20.10.2017 11:02;20.10.2017 10:05;3;2;25.10.2017 17:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3620;21.10.2017 01:14;;;;21.10.2017 19:22;3;1;24.10.2017 15:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3620;21.10.2017 19:23;21.10.2017 19:44;;;21.10.2017 23:17;4;2;24.10.2017 15:15;;0;213;INVALID;0;0;0;1;0;0;0;0;0;;;
3944;21.10.2017 23:20;22.10.2017 00:28;;;;6;;26.10.2017 13:05;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
3944;;22.10.2017 14:47;;22.10.2017 18:21;22.10.2017 17:12;2;1;26.10.2017 13:05;;0;145;INVALID;0;0;0;1;0;0;0;0;0;;;
2545;29.09.2017 16:10;;;;29.09.2017 16:30;2;;30.09.2017 23:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2545;29.09.2017 17:10;;;;30.09.2017 09:00;2;;30.09.2017 23:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1045;30.09.2017 10:05;;;30.09.2017 14:00;30.09.2017 12:30;2;;04.10.2017 16:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1800;01.10.2017 01:00;01.10.2017 02:14;01.10.2017 03:14;;;6;;01.10.2017 09:15;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1800;;01.10.2017 06:27;01.10.2017 07:37;01.10.2017 09:25;01.10.2017 03:30;1;1;01.10.2017 09:15;;1;-177;-247;0;0;0;0;0;0;0;0;0;;;
1183;02.10.2017 01:00;;;;02.10.2017 04:00;3;;05.10.2017 04:30;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1183;02.10.2017 04:01;;;;02.10.2017 11:00;3;;05.10.2017 04:30;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1183;02.10.2017 11:01;;;;02.10.2017 19:00;3;2;05.10.2017 04:30;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1183;02.10.2017 19:01;03.10.2017 10:15;;;;6;;05.10.2017 04:30;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1183;;03.10.2017 12:48;;03.10.2017 13:40;03.10.2017 11:17;2;;05.10.2017 04:30;;0;-91;INVALID;0;0;0;1;0;0;0;0;0;;;
1183;04.10.2017 01:00;;;;04.10.2017 03:00;3;;05.10.2017 04:30;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1183;04.10.2017 03:01;;;;04.10.2017 06:00;4;;05.10.2017 04:30;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1183;04.10.2017 06:01;04.10.2017 01:10;;;;6;;05.10.2017 04:30;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1183;;04.10.2017 04:47;;;;6;;05.10.2017 04:30;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1183;;04.10.2017 22:55;04.10.2017 23:55;05.10.2017 02:14;05.10.2017 01:30;1;0;05.10.2017 04:30;;1;155;95;1;1;1;0;0;0;0;0;0;;;
2575;05.10.2017 04:00;;;05.10.2017 10:04;05.10.2017 09:00;2;0;05.10.2017 15:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2571;06.10.2017 05:10;;;;06.10.2017 07:30;1;0;06.10.2017 08:10;;1;INVALID;INVALID;0;0;0;0;0;0;1;1;1;;;
2588;06.10.2017 23:00;;;;09.10.2017 04:00;4;2;15.10.2017 06:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2596;09.10.2017 04:02;;;;09.10.2017 18:30;1;2;09.10.2017 19:35;;1;INVALID;INVALID;0;0;0;0;0;0;1;1;1;;;
2581;09.10.2017 21:08;09.10.2017 16:17;;;;6;;10.10.2017 12:50;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
2581;;09.10.2017 18:37;09.10.2017 19:37;09.10.2017 20:29;;6;;10.10.2017 12:50;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
2581;;10.10.2017 08:21;10.10.2017 09:21;;;6;;10.10.2017 12:50;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
2581;;10.10.2017 12:28;10.10.2017 13:51;;10.10.2017 12:40;1;;10.10.2017 12:50;;1;1200000001;-7099999999;0;0;0;0;0;0;0;0;0;;;
3701;10.10.2017 13:22;;;;10.10.2017 21:25;3;1;14.10.2017 12:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
274;10.10.2017 21:29;11.10.2017 02:04;11.10.2017 03:04;11.10.2017 12:09;11.10.2017 10:00;2;1;15.10.2017 11:05;;0;476;416;0;0;0;1;1;1;0;0;0;;;
2595;11.10.2017 16:10;;;;11.10.2017 20:00;3;0;15.10.2017 17:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2595;11.10.2017 20:01;;;;15.10.2017 05:24;9;0;15.10.2017 17:15;TFAB;;;;;;;;;;;;;;;
2595;15.10.2017 05:25;15.10.2017 13:22;15.10.2017 14:22;15.10.2017 18:04;15.10.2017 16:00;1;2;15.10.2017 17:15;;1;158;9799999999;1;1;1;0;0;0;0;0;0;;;
490;16.10.2017 00:15;16.10.2017 03:17;;;;6;;16.10.2017 09:35;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
490;;16.10.2017 05:59;16.10.2017 06:59;;16.10.2017 08:00;1;1;16.10.2017 09:35;;1;121;61;1;1;1;0;0;0;0;0;0;;;
278;16.10.2017 10:07;16.10.2017 09:40;;16.10.2017 12:21;16.10.2017 11:24;2;0;22.10.2017 07:40;;0;104;INVALID;0;0;0;1;0;0;0;0;0;;;
2589;16.10.2017 13:05;;;16.10.2017 15:13;16.10.2017 14:19;2;0;16.10.2017 23:30;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
366;16.10.2017 23:20;;;;17.10.2017 07:09;4;2;21.10.2017 05:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1803;17.10.2017 07:14;;;;17.10.2017 11:21;3;1;23.10.2017 04:40;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1803;17.10.2017 11:22;;;18.10.2017 16:28;18.10.2017 15:24;3;0;23.10.2017 04:40;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1302;19.10.2017 00:15;;;;21.10.2017 01:19;2;1;21.10.2017 16:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1302;21.10.2017 01:20;21.10.2017 12:47;21.10.2017 13:47;;21.10.2017 15:30;1;1;21.10.2017 16:00;;1;163;103;1;1;1;0;0;0;0;0;0;;;
1223;21.10.2017 17:22;;;22.10.2017 14:16;22.10.2017 13:15;2;0;26.10.2017 07:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1181;22.10.2017 16:10;;;;22.10.2017 23:20;4;2;23.10.2017 20:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3944;22.10.2017 23:25;23.10.2017 14:27;;;24.10.2017 15:07;3;0;26.10.2017 13:05;;0;1480;INVALID;0;0;0;1;0;0;0;0;0;;;
3944;24.10.2017 15:08;;;;24.10.2017 23:19;4;2;26.10.2017 13:05;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
618;24.10.2017 23:21;25.10.2017 03:17;;;;6;;28.10.2017 00:10;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
618;;25.10.2017 10:42;25.10.2017 11:42;;25.10.2017 11:19;2;0;28.10.2017 00:10;;0;3700000001;-23;0;0;0;1;1;1;0;0;0;;;
3940;25.10.2017 12:13;;;;25.10.2017 15:30;1;1;25.10.2017 17:00;;1;INVALID;INVALID;0;0;0;0;0;0;1;1;1;;;
2631;25.10.2017 23:03;;;;26.10.2017 03:09;2;1;01.11.2017 15:25;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1885;26.10.2017 03:17;;;;26.10.2017 10:00;5;0;10.11.2017 02:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1885;26.10.2017 10:01;;;;26.10.2017 14:07;3;1;10.11.2017 02:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
194;26.10.2017 14:10;26.10.2017 22:37;26.10.2017 23:37;27.10.2017 02:11;27.10.2017 01:10;1;1;27.10.2017 02:00;;1;153;93;1;1;1;0;0;0;0;0;0;;;
2644;27.10.2017 03:06;;;27.10.2017 12:55;27.10.2017 13:01;2;0;02.11.2017 12:25;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1885;27.10.2017 15:11;;;;28.10.2017 10:10;5;0;10.11.2017 02:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1885;28.10.2017 10:11;;;29.10.2017 12:23;29.10.2017 11:13;4;2;10.11.2017 02:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1168;29.10.2017 15:34;;;;30.10.2017 00:11;2;0;01.11.2017 01:40;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1168;30.10.2017 01:15;;;;30.10.2017 03:30;2;0;01.11.2017 01:40;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1168;30.10.2017 04:12;30.10.2017 04:18;30.10.2017 05:18;;;6;;01.11.2017 01:40;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1168;;30.10.2017 10:58;30.10.2017 12:10;30.10.2017 13:18;30.10.2017 13:14;2;1;01.11.2017 01:40;;0;136;64;0;0;0;1;1;1;0;0;0;;;
2644;30.10.2017 15:10;;;;30.10.2017 22:02;2;0;02.11.2017 12:25;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1168;30.10.2017 23:12;31.10.2017 00:30;31.10.2017 01:30;;;6;;01.11.2017 01:40;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1168;;31.10.2017 09:19;;31.10.2017 12:06;31.10.2017 11:09;2;0;01.11.2017 01:40;;0;110;INVALID;0;0;0;1;0;0;0;0;0;;;
1168;31.10.2017 15:15;31.10.2017 16:49;31.10.2017 17:49;;31.10.2017 19:40;1;2;01.11.2017 01:40;;1;171;111;1;1;1;0;0;0;0;0;0;;;
1931;31.10.2017 20:30;;;;01.11.2017 13:07;4;2;05.11.2017 23:21;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3635;01.11.2017 13:23;;;02.11.2017 08:48;02.11.2017 07:26;4;2;03.11.2017 02:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9046;02.11.2017 23:15;03.11.2017 00:27;03.11.2017 01:39;;;6;;05.11.2017 12:05;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
9046;;03.11.2017 06:33;03.11.2017 07:33;;;6;;05.11.2017 12:05;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
9046;;03.11.2017 13:09;;;;6;;05.11.2017 12:05;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
9046;;05.11.2017 06:01;05.11.2017 07:01;05.11.2017 10:40;05.11.2017 09:30;1;0;05.11.2017 12:05;;1;209;149;0;0;0;0;0;0;0;0;0;;;
1925;05.11.2017 14:12;;;;05.11.2017 17:15;3;0;10.11.2017 17:25;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9519;05.11.2017 17:18;05.11.2017 10:09;;06.11.2017 08:31;06.11.2017 07:30;1;0;06.11.2017 08:40;;1;1281;INVALID;0;0;0;0;0;0;0;1;0;;;
3483;06.11.2017 10:06;;;;07.11.2017 16:30;3;1;11.11.2017 05:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3483;07.11.2017 16:31;;;;08.11.2017 13:35;4;2;11.11.2017 05:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3483;08.11.2017 13:36;;;;08.11.2017 15:28;4;2;11.11.2017 05:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1951;08.11.2017 15:35;;;;08.11.2017 23:21;4;1;09.11.2017 20:05;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1951;08.11.2017 23:22;09.11.2017 14:21;09.11.2017 15:21;;09.11.2017 09:12;6;;09.11.2017 20:05;TFAB;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1951;;09.11.2017 18:28;09.11.2017 19:28;09.11.2017 21:08;09.11.2017 19:30;1;0;09.11.2017 20:05;;1;62;1999999996;1;0;0;0;0;0;0;0;0;;;
2656;09.11.2017 23:11;;;;10.11.2017 05:07;4;1;;Study over;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2645;10.11.2017 05:11;10.11.2017 06:00;10.11.2017 07:00;;;6;;;Study over ;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
2645;;10.11.2017 10:55;10.11.2017 11:55;10.11.2017 12:57;;6;;;Study over;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
2645;;;;10.11.2017 13:09;10.11.2017 12:00;2;1;;Study over;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3622;10.11.2017 23:22;11.11.2017 08:53;;11.11.2017 15:16;11.11.2017 14:29;8;1;;Study over;0;336;INVALID;0;0;0;1;0;0;0;0;0;;;
1045;29.09.2017 16:15;;;29.09.2017 20:09;29.09.2017 17:00;2;;04.10.2017 16:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3533;30.09.2017 10:20;30.09.2017 14:17;30.09.2017 15:17;30.09.2017 17:59;;6;;30.09.2017 16:35;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1045;30.09.2017 06:00;;;01.10.2017 14:23;;6;;04.10.2017 16:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2578;02.10.2017 01:00;02.10.2017 02:03;02.10.2017 03:03;02.10.2017 04:10;02.10.2017 02:00;1;;02.10.2017 02:45;;1;-2999999999;-63;0;0;0;0;0;0;0;0;0;;;
1092;02.10.2017 05:00;;;02.10.2017 12:18;02.10.2017 11:00;2;;10.10.2017 10:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3578;02.10.2017 13:00;02.10.2017 19:19;;;;6;;06.10.2017 23:45;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
3578;;02.10.2017 22:48;;;03.10.2017 03:00;2;;06.10.2017 23:45;;0;252;INVALID;0;0;0;1;0;0;0;0;0;;;
3578;03.10.2017 08:10;04.10.2017 21:02;04.10.2017 22:02;;;6;;06.10.2017 23:45;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
3578;;05.10.2017 02:36;05.10.2017 03:36;;;6;;06.10.2017 23:45;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
3578;;05.10.2017 16:20;;;;6;;06.10.2017 23:45;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
3578;;06.10.2017 03:47;;;;6;;06.10.2017 23:45;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
3578;;06.10.2017 23:49;;06.10.2017 01:23;06.10.2017 22:15;1;;06.10.2017 23:45;;1;-9399999999;INVALID;0;0;0;0;0;0;0;1;0;;;
3578;;;;07.10.2017 10:53;07.10.2017 10:00;20;2;06.10.2017 23:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2577;07.10.2017 15:38;07.10.2017 16:37;07.10.2017 17:36;;07.10.2017 17:00;2;;07.10.2017 19:00;;0;23;-3599999999;0;0;0;1;1;1;0;0;0;;;
8872;07.10.2017 18:29;;;;07.10.2017 20:00;2;0;10.10.2017 00:40;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
108;07.10.2017 05:00;;;;07.10.2017 10:00;2;1;09.10.2017 16:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2590;07.10.2017 21:02;08.10.2017 19:12;;;;6;;11.10.2017 15:15;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
2590;;09.10.2017 00:46;;;10.10.2017 22:10;3;2;11.10.2017 15:15;;0;2724;INVALID;0;0;0;1;0;0;0;0;0;;;
2590;10.10.2017 22:11;;;;11.10.2017 00:07;4;2;11.10.2017 15:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2585;10.10.2017 00:08;;;;13.10.2017 04:05;4;2;18.10.2017 13:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1899;13.10.2017 04:20;;;;13.10.2017 07:32;3;1;17.10.2017 15:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1899;13.10.2017 07:33;;;;13.10.2017 11:16;2;1;17.10.2017 15:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9065;13.10.2017 12:16;;;;14.10.2017 07:15;3;1;14.10.2017 23:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9065;14.10.2017 07:16;14.10.2017 22:42;;;14.10.2017 22:15;1;1;14.10.2017 23:00;;1;-2699999999;INVALID;0;0;0;0;0;0;0;1;0;;;
1899;15.10.2017 00:12;15.10.2017 05:26;15.10.2017 06:26;;;6;;17.10.2017 15:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1899;;15.10.2017 09:53;15.10.2017 10:53;;;6;;17.10.2017 15:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1899;;15.10.2017 14:18;15.10.2017 15:18;;15.10.2017 12:18;3;1;17.10.2017 15:00;;0;-120;-180;0;0;0;1;1;1;0;0;0;;;
1899;15.10.2017 12:19;;;;15.10.2017 23:30;3;0;17.10.2017 15:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1899;15.10.2017 23:31;16.10.2017 08:37;16.10.2017 09:37;;17.10.2017 09:21;3;1;17.10.2017 15:00;;0;1484;1424;0;0;0;1;1;1;0;0;0;;;
1899;17.10.2017 11:22;17.10.2017 09:36;17.10.2017 10:25;;;6;;17.10.2017 15:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1899;;17.10.2017 13:42;17.10.2017 15:05;17.10.2017 15:34;17.10.2017 15:00;1;0;17.10.2017 15:00;;1;78;-4999999995;1;0;0;0;0;0;0;0;0;;;
141;18.10.2017 00:07;;;;18.10.2017 01:10;2;0;21.10.2017 10:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
565;18.10.2017 01:20;18.10.2017 01:18;;;18.10.2017 13:00;2;0;22.10.2017 00:05;;0;702;INVALID;0;0;0;1;0;0;0;0;0;;;
565;18.10.2017 13:01;;;;19.10.2017 06:02;4;1;22.10.2017 00:05;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3620;19.10.2017 06:05;;;;19.10.2017 09:14;4;2;24.10.2017 15:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3909;19.10.2017 09:15;;;20.10.2017 20:30;20.10.2017 19:25;3;1;24.10.2017 11:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
976;21.10.2017 00:23;;;;21.10.2017 14:15;2;0;27.10.2017 09:30;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2611;21.10.2017 15:10;21.10.2017 16:25;;;21.10.2017 17:05;3;1;24.10.2017 05:15;;0;3999999999;INVALID;0;0;0;1;0;0;0;0;0;;;
2611;21.10.2017 17:06;21.10.2017 21:26;;;21.10.2017 19:07;2;0;24.10.2017 05:15;;0;-139;INVALID;0;0;0;1;0;0;0;0;0;;;
2600;21.10.2017 19:10;;;22.10.2017 12:57;22.10.2017 12:12;3;0;23.10.2017 05:28;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2641;22.10.2017 15:05;22.10.2017 19:48;;;22.10.2017 23:10;4;2;09.11.2017 04:50;;0;202;INVALID;0;0;0;1;0;0;0;0;0;;;
2601;22.10.2017 23:11;;;;23.10.2017 03:16;3;1;23.10.2017 16:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2601;23.10.2017 03:17;23.10.2017 03:16;;;;6;;23.10.2017 16:45;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
2601;;23.10.2017 05:32;;;23.10.2017 12:05;2;0;23.10.2017 16:45;;0;393;INVALID;0;0;0;1;0;0;0;0;0;;;
2601;23.10.2017 12:06;23.10.2017 13:01;23.10.2017 14:01;;23.10.2017 14:30;1;0;23.10.2017 16:45;;1;89;29;1;0;0;0;0;0;0;0;0;;;
3620;23.10.2017 15:22;;;;24.10.2017 00:30;5;0;24.10.2017 15:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3620;24.10.2017 01:08;24.10.2017 11:52;24.10.2017 12:52;;24.10.2017 13:30;1;1;24.10.2017 15:15;;1;9800000001;38;1;1;1;0;0;0;0;0;0;;;
3632;24.10.2017 15:06;;;;24.10.2017 23:15;4;2;25.10.2017 23:35;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
194;24.10.2017 23:17;25.10.2017 03:14;;25.10.2017 04:59;25.10.2017 04:10;2;0;27.10.2017 02:00;;0;5599999999;INVALID;0;0;0;1;0;0;0;0;0;;;
2641;25.10.2017 05:07;;;;25.10.2017 09:01;2;0;09.11.2017 04:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2641;25.10.2017 09:02;25.10.2017 09:53;25.10.2017 10:53;;25.10.2017 13:02;4;2;09.11.2017 04:50;;0;189;129;0;0;0;1;1;1;0;0;0;;;
2621;25.10.2017 13:07;;;;26.10.2017 09:08;5;0;31.10.2017 23:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2621;26.10.2017 09:09;;;;27.10.2017 01:00;5;0;31.10.2017 23:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2621;27.10.2017 01:01;;;;28.10.2017 15:10;4;2;31.10.2017 23:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1931;28.10.2017 15:16;;;;29.10.2017 12:02;9;0;05.11.2017 23:21;TFAB;;;;;;;;;;;;;;;
1931;29.10.2017 12:03;;;;30.10.2017 04:07;4;2;05.11.2017 23:21;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1175;30.10.2017 04:14;;;;31.10.2017 00:15;2;0;01.11.2017 20:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3489;31.10.2017 00:22;;;;01.11.2017 02:05;4;2;;Study over;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3591;01.11.2017 02:20;01.11.2017 05:27;01.11.2017 06:27;;;6;;01.11.2017 13:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
3591;;01.11.2017 09:24;01.11.2017 10:13;01.11.2017 12:06;01.11.2017 11:30;1;0;01.11.2017 13:00;;1;126;77;1;1;1;0;0;0;0;0;0;;;
7553;01.11.2017 13:25;;;;03.11.2017 03:38;4;1;08.11.2017 20:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3489;03.11.2017 03:42;06.11.2017 02:44;06.11.2017 03:44;;;6;;;Study over;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
3489;;06.11.2017 10:19;;;06.11.2017 23:20;4;4;;Study over;0;781;INVALID;0;0;0;1;0;0;0;0;0;;;
1934;06.11.2017 23:30;06.11.2017 14:37;06.11.2017 15:37;;;6;;07.11.2017 01:35;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1934;;06.11.2017 23:11;;;07.11.2017 00:30;1;0;07.11.2017 01:35;;1;7900000001;INVALID;1;0;0;0;0;0;0;1;0;;;
2658;07.11.2017 00:33;07.11.2017 00:34;07.11.2017 01:34;;07.11.2017 07:10;3;2;09.11.2017 14:15;;0;396;336;0;0;0;1;1;1;0;0;0;;;
2658;07.11.2017 07:11;07.11.2017 11:07;;;08.11.2017 11:25;4;2;09.11.2017 14:15;;0;1458;INVALID;0;0;0;1;0;0;0;0;0;;;
2658;08.11.2017 12:07;;;;08.11.2017 13:25;4;2;09.11.2017 14:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
