ID;Kuh/Faerse;Gekalbt (ja/nein);Umstallzeit;Echte Geburtszeit;Event (ja/nein);Event Score;SonT;Eventzeit;SoffT;Moocall Score;Alarm (ja/nein);Alarmtyp (HA1/HA2);Alarmzeit
2621;Faerse;ja;2017-10-31 22:30:00;2017-10-31 23:45:00;ja;4;2017-10-22 15:07:00;2017-10-23 01:09:00;;2;nein;;
2621;Faerse;ja;2017-10-31 22:30:00;2017-10-31 23:45:00;ja;5;2017-10-25 13:07:00;2017-10-26 09:08:00;;0;nein;;
2621;Faerse;ja;2017-10-31 22:30:00;2017-10-31 23:45:00;ja;5;2017-10-26 09:09:00;2017-10-27 01:00:00;;0;nein;;
2621;Faerse;ja;2017-10-31 22:30:00;2017-10-31 23:45:00;ja;4;2017-10-27 01:01:00;2017-10-28 15:10:00;;2;nein;;
2621;Faerse;ja;2017-10-31 22:30:00;2017-10-31 23:45:00;ja;1;2017-10-29 15:07:00;2017-10-31 22:30:00;2017-10-31 23:12:00;2;nein;;
2621;Faerse;ja;2017-10-31 22:30:00;2017-10-31 23:45:00;nein;;;;;;ja;HA1h;2017-10-30 01:16:00
2621;Faerse;ja;2017-10-31 22:30:00;2017-10-31 23:45:00;nein;;;;;;ja;HA1h;2017-10-30 20:26:00
2621;Faerse;ja;2017-10-31 22:30:00;2017-10-31 23:45:00;nein;;;;;;ja;HA1h;2017-10-31 21:46:00
2621;Faerse;ja;2017-10-31 22:30:00;2017-10-31 23:45:00;nein;;;;;;ja;HA2h;2017-10-30 21:15:00
2621;Faerse;ja;2017-10-31 22:30:00;2017-10-31 23:45:00;nein;;;;;;ja;HA2h;2017-10-31 22:46:00
2625;Faerse;ja;2017-11-02 10:45:00;2017-11-02 12:55:00;ja;3;2017-10-24 23:10:00;2017-10-25 12:04:00;2017-10-25 10:23:00;0;nein;;
2625;Faerse;ja;2017-11-02 10:45:00;2017-11-02 12:55:00;ja;4;2017-10-25 12:05:00;2017-10-25 21:06:00;;2;nein;;
2625;Faerse;ja;2017-11-02 10:45:00;2017-11-02 12:55:00;ja;3;2017-10-26 03:10:00;2017-10-26 11:16:00;;2;nein;;
2625;Faerse;ja;2017-11-02 10:45:00;2017-11-02 12:55:00;ja;2;2017-10-27 00:03:00;2017-10-27 13:02:00;2017-10-27 13:19:00;0;nein;;
2625;Faerse;ja;2017-11-02 10:45:00;2017-11-02 12:55:00;ja;9;2017-10-27 20:05:00;2017-10-30 03:39:00;;0;nein;;
2625;Faerse;ja;2017-11-02 10:45:00;2017-11-02 12:55:00;ja;1;2017-10-30 04:24:00;2017-11-02 10:45:00;;0;nein;;
2625;Faerse;ja;2017-11-02 10:45:00;2017-11-02 12:55:00;nein;;;;;;ja;HA1h;2017-11-02 09:42:00
2625;Faerse;ja;2017-11-02 10:45:00;2017-11-02 12:55:00;nein;;;;;;ja;HA2h;2017-11-02 10:42:00
9795;Kuh;ja;2017-10-06 06:30:00;2017-10-06 07:30:00;ja;2;2017-10-04 13:50:00;2017-10-05 23:00:00;;2;nein;;
9795;Kuh;ja;2017-10-06 06:30:00;2017-10-06 07:30:00;ja;1;2017-10-05 23:01:00;2017-10-06 06:30:00;2017-10-06 08:08:00;1;nein;;
9795;Kuh;ja;2017-10-06 06:30:00;2017-10-06 07:30:00;nein;;;;;;ja;HA1h;2017-10-06 06:23:00
9795;Kuh;ja;2017-10-06 06:30:00;2017-10-06 07:30:00;nein;;;;;;ja;HA2h;2017-10-06 07:21:00
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;ja;2;2017-10-01 03:00:00;2017-10-02 04:00:00;2017-10-01 17:53:00;;nein;;
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;ja;2;2017-10-02 05:00:00;2017-10-02 11:00:00;2017-10-02 12:18:00;;nein;;
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;ja;2;2017-10-03 09:26:00;2017-10-03 10:20:00;2017-10-03 13:38:00;;nein;;
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;ja;2;2017-10-04 13:55:00;2017-10-04 20:00:00;2017-10-04 20:57:00;;nein;;
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;ja;2;2017-10-06 23:00:00;2017-10-07 00:01:00;;;nein;;
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;ja;2;2017-10-07 15:44:00;2017-10-07 17:25:00;;1;nein;;
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;ja;2;2017-10-08 17:12:00;2017-10-08 19:23:00;;1;nein;;
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;ja;2;2017-10-09 05:35:00;2017-10-09 13:35:00;;;nein;;
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;ja;1;2017-10-10 01:16:00;2017-10-10 09:45:00;;0;nein;;
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;nein;;;;;;ja;HA1h;2017-10-10 07:41:00
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;nein;;;;;;ja;HA1h;2017-10-01 09:21:00
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;nein;;;;;;ja;HA1h;2017-10-08 18:35:00
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;nein;;;;;;ja;HA2h;2017-10-10 08:41:00
1092;Kuh;ja;2017-10-10 09:45:00;2017-10-10 10:55:00;nein;;;;;;ja;HA2h;2017-10-08 19:35:00
1093;Kuh;ja;2017-10-15 19:30:00;2017-10-15 20:10:00;ja;4;2017-10-15 15:00:00;2017-10-15 17:20:00;;1;nein;;
1093;Kuh;ja;2017-10-15 19:30:00;2017-10-15 20:10:00;ja;1;2017-10-15 17:21:00;2017-10-15 19:30:00;2017-10-15 19:52:00;1;nein;;
1093;Kuh;ja;2017-10-15 19:30:00;2017-10-15 20:10:00;nein;;;;;;ja;HA1h;2017-10-15 16:04:00
1093;Kuh;ja;2017-10-15 19:30:00;2017-10-15 20:10:00;nein;;;;;;ja;HA2h;2017-10-15 17:15:00
2630;Faerse;ja;2017-10-21 09:30:00;2017-10-21 09:45:00;ja;5;2017-10-18 23:15:00;2017-10-19 01:02:00;;0;nein;;
2630;Faerse;ja;2017-10-21 09:30:00;2017-10-21 09:45:00;ja;5;2017-10-19 01:03:00;2017-10-19 03:04:00;;0;nein;;
2630;Faerse;ja;2017-10-21 09:30:00;2017-10-21 09:45:00;ja;2;2017-10-19 04:01:00;2017-10-19 11:30:00;2017-10-19 12:07:00;1;nein;;
2630;Faerse;ja;2017-10-21 09:30:00;2017-10-21 09:45:00;ja;2;2017-10-19 13:00:00;2017-10-20 13:00:00;2017-10-20 14:02:00;0;nein;;
2630;Faerse;ja;2017-10-21 09:30:00;2017-10-21 09:45:00;ja;1;2017-10-20 23:11:00;2017-10-21 09:30:00;;0;nein;;
2631;Kuh;nein;;;ja;2;2017-10-24 10:05:00;2017-10-24 23:11:00;;4;nein;;
2631;Kuh;nein;;;ja;2;2017-10-25 23:03:00;2017-10-26 03:09:00;;1;nein;;
2631;Kuh;nein;;;ja;4;2017-10-26 11:20:00;2017-10-27 00:02:00;2017-10-26 03:07:00;2;nein;;
2631;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-24 11:16:00
2631;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-26 01:19:00
2631;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-24 12:27:00
2631;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-26 02:19:00
2633;Faerse;ja;2017-11-05 10:30:00;2017-11-05 12:15:00;ja;1;2017-11-04 00:28:00;2017-11-05 10:30:00;2017-11-05 11:00:00;0;nein;;
2633;Faerse;ja;2017-11-05 10:30:00;2017-11-05 12:15:00;nein;;;;;;ja;HA1h;2017-11-04 01:19:00
2633;Faerse;ja;2017-11-05 10:30:00;2017-11-05 12:15:00;nein;;;;;;ja;HA1h;2017-11-05 08:53:00
2633;Faerse;ja;2017-11-05 10:30:00;2017-11-05 12:15:00;nein;;;;;;ja;HA2h;2017-11-04 02:19:00
2633;Faerse;ja;2017-11-05 10:30:00;2017-11-05 12:15:00;nein;;;;;;ja;HA2h;2017-11-05 10:05:00
1099;Kuh;ja;2017-10-08 00:30:00;2017-10-08 01:32:00;ja;2;2017-10-05 03:15:00;2017-10-05 12:00:00;2017-10-05 11:28:00;;nein;;
1099;Kuh;ja;2017-10-08 00:30:00;2017-10-08 01:32:00;ja;1;2017-10-06 23:15:00;2017-10-08 00:30:00;2017-10-08 02:42:00;1;nein;;
1099;Kuh;ja;2017-10-08 00:30:00;2017-10-08 01:32:00;nein;;;;;;ja;HA1h;2017-10-07 21:39:00
1099;Kuh;ja;2017-10-08 00:30:00;2017-10-08 01:32:00;nein;;;;;;ja;HA1h;2017-10-08 01:45:00
1099;Kuh;ja;2017-10-08 00:30:00;2017-10-08 01:32:00;nein;;;;;;ja;HA2h;2017-10-07 22:39:00
2636;Faerse;ja;2017-11-08 16:30:00;2017-11-08 18:40:00;ja;4;2017-11-06 01:11:00;2017-11-06 10:01:00;;2;nein;;
2636;Faerse;ja;2017-11-08 16:30:00;2017-11-08 18:40:00;ja;1;2017-11-08 15:20:00;2017-11-08 16:30:00;2017-11-08 20:08:00;0;nein;;
3661;Kuh;ja;2017-11-10 16:30:00;2017-11-10 17:50:00;ja;5;2017-11-06 12:25:00;2017-11-06 18:15:00;;1;nein;;
3661;Kuh;ja;2017-11-10 16:30:00;2017-11-10 17:50:00;ja;3;2017-11-06 18:16:00;2017-11-07 07:27:00;;0;nein;;
3661;Kuh;ja;2017-11-10 16:30:00;2017-11-10 17:50:00;ja;3;2017-11-07 07:28:00;2017-11-07 08:24:00;;0;nein;;
3661;Kuh;ja;2017-11-10 16:30:00;2017-11-10 17:50:00;ja;4;2017-11-07 08:25:00;2017-11-08 10:12:00;2017-11-08 11:17:00;2;nein;;
3661;Kuh;ja;2017-11-10 16:30:00;2017-11-10 17:50:00;ja;1;2017-11-08 12:12:00;2017-11-10 16:30:00;2017-11-10 16:13:00;0;nein;;
3661;Kuh;ja;2017-11-10 16:30:00;2017-11-10 17:50:00;nein;;;;;;ja;HA1h;2017-11-07 21:06:00
3661;Kuh;ja;2017-11-10 16:30:00;2017-11-10 17:50:00;nein;;;;;;ja;HA2h;2017-11-06 12:55:00
2639;Faerse;ja;2017-11-07 17:30:00;2017-11-07 17:45:00;ja;3;2017-11-03 01:06:00;2017-11-03 23:24:00;;1;nein;;
2639;Faerse;ja;2017-11-07 17:30:00;2017-11-07 17:45:00;ja;4;2017-11-03 23:25:00;2017-11-05 06:04:00;;2;nein;;
2639;Faerse;ja;2017-11-07 17:30:00;2017-11-07 17:45:00;ja;1;2017-11-06 00:10:00;2017-11-07 17:30:00;;1;nein;;
2639;Faerse;ja;2017-11-07 17:30:00;2017-11-07 17:45:00;nein;;;;;;ja;HA1h;2017-11-07 13:04:00
2639;Faerse;ja;2017-11-07 17:30:00;2017-11-07 17:45:00;nein;;;;;;ja;HA1h;2017-11-04 00:22:00
2639;Faerse;ja;2017-11-07 17:30:00;2017-11-07 17:45:00;nein;;;;;;ja;HA2h;2017-11-07 14:04:00
2639;Faerse;ja;2017-11-07 17:30:00;2017-11-07 17:45:00;nein;;;;;;ja;HA2h;2017-11-04 01:22:00
1104;Kuh;nein;;;ja;2;2017-10-14 13:25:00;2017-10-15 11:10:00;;1;nein;;
1104;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-14 14:55:00
1104;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-15 06:50:00
1104;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-14 15:54:00
1104;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-15 07:49:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;4;2017-10-22 15:05:00;2017-10-22 23:10:00;;2;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;4;2017-10-24 00:05:00;2017-10-24 23:09:00;;2;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;2;2017-10-25 05:07:00;2017-10-25 09:01:00;;0;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;4;2017-10-25 09:02:00;2017-10-25 13:02:00;;2;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;5;2017-10-25 23:05:00;2017-10-27 02:00:00;;0;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;9;2017-10-27 02:01:00;2017-10-28 13:06:00;;0;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;2;2017-10-28 13:07:00;2017-10-30 15:01:00;2017-10-30 19:43:00;0;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;5;2017-11-01 22:01:00;2017-11-01 23:04:00;;0;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;4;2017-11-01 23:10:00;2017-11-03 00:10:00;;3;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;2;2017-11-03 00:11:00;2017-11-03 12:01:00;2017-11-03 11:57:00;3;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;2;2017-11-03 14:02:00;2017-11-04 00:25:00;;3;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;2;2017-11-05 13:02:00;2017-11-06 01:08:00;;4;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;ja;1;2017-11-08 23:16:00;2017-11-09 04:30:00;;0;nein;;
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-11-01 23:13:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-11-02 01:58:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-11-02 13:48:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-11-02 16:37:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-11-02 18:43:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-11-03 06:35:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-11-03 10:21:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-11-05 11:26:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-10-22 19:48:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-10-25 09:53:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-11-09 01:41:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-10-24 11:13:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-10-28 06:02:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-10-28 22:08:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-10-29 13:59:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-10-29 22:47:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-10-30 07:07:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA1h;2017-10-30 11:36:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA2h;2017-11-03 11:21:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA2h;2017-11-03 16:10:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA2h;2017-11-03 22:44:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA2h;2017-10-25 10:53:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA2h;2017-11-09 02:41:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA2h;2017-10-24 12:12:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA2h;2017-10-29 14:57:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA2h;2017-10-29 23:46:00
2641;Faerse;ja;2017-11-09 04:30:00;2017-11-09 04:50:00;nein;;;;;;ja;HA2h;2017-10-30 12:23:00
2642;Kuh;nein;;;ja;4;2017-11-03 21:22:00;2017-11-05 10:03:00;;2;nein;;
83;Kuh;ja;2017-10-12 10:20:00;2017-10-12 09:50:00;ja;3;2017-10-09 21:15:00;2017-10-10 08:45:00;;;nein;;
83;Kuh;ja;2017-10-12 10:20:00;2017-10-12 09:50:00;ja;3;2017-10-10 13:13:00;2017-10-10 21:23:00;;2;nein;;
83;Kuh;ja;2017-10-12 10:20:00;2017-10-12 09:50:00;ja;4;2017-10-10 21:24:00;2017-10-11 04:15:00;;2;nein;;
83;Kuh;ja;2017-10-12 10:20:00;2017-10-12 09:50:00;ja;1;2017-10-12 07:17:00;2017-10-12 10:20:00;2017-10-12 11:05:00;1;nein;;
83;Kuh;ja;2017-10-12 10:20:00;2017-10-12 09:50:00;nein;;;;;;ja;HA1h;2017-10-12 10:21:00
83;Kuh;ja;2017-10-12 10:20:00;2017-10-12 09:50:00;nein;;;;;;ja;HA1h;2017-10-10 22:09:00
2644;Kuh;nein;;;ja;4;2017-10-23 09:12:00;2017-10-24 00:02:00;;2;nein;;
2644;Kuh;nein;;;ja;2;2017-10-27 03:06:00;2017-10-27 13:01:00;2017-10-27 12:55:00;0;nein;;
2644;Kuh;nein;;;ja;2;2017-10-27 19:03:00;2017-10-27 20:00:00;;0;nein;;
2644;Kuh;nein;;;ja;2;2017-10-30 15:10:00;2017-10-30 22:02:00;;0;nein;;
2645;Kuh;nein;;;ja;2;2017-11-10 05:11:00;2017-11-10 12:00:00;2017-11-10 13:09:00;1;nein;;
2645;Kuh;nein;;;ja;3;2017-11-10 23:13:00;2017-11-11 11:04:00;2017-11-11 11:59:00;0;nein;;
2645;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-11-11 03:35:00
2645;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-11-10 06:00:00
2645;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-11-10 10:55:00
2645;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-11-11 04:35:00
2645;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-11-10 07:00:00
2645;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-11-10 11:55:00
2648;Kuh;nein;;;ja;3;2017-10-24 23:12:00;2017-10-25 07:03:00;;0;nein;;
2648;Kuh;nein;;;ja;4;2017-10-25 07:04:00;2017-10-25 10:02:00;;2;nein;;
868;Kuh;nein;;;ja;4;2017-10-12 14:11:00;2017-10-13 10:17:00;;2;nein;;
2650;Faerse;ja;2017-11-11 08:30:00;2017-11-11 10:45:00;ja;1;2017-11-11 05:07:00;2017-11-11 08:30:00;2017-11-11 09:35:00;1;nein;;
2650;Faerse;ja;2017-11-11 08:30:00;2017-11-11 10:45:00;nein;;;;;;ja;HA1h;2017-11-11 07:49:00
2650;Faerse;ja;2017-11-11 08:30:00;2017-11-11 10:45:00;nein;;;;;;ja;HA2h;2017-11-11 08:49:00
2575;Kuh;nein;;;ja;2;2017-10-05 04:00:00;2017-10-05 09:00:00;2017-10-05 10:04:00;0;nein;;
2656;Kuh;nein;;;ja;4;2017-11-09 23:11:00;2017-11-10 05:07:00;;1;nein;;
97;Kuh;ja;2017-11-11 06:30:00;2017-11-11 08:00:00;ja;3;2017-11-10 23:23:00;2017-11-11 00:17:00;;0;nein;;
97;Kuh;ja;2017-11-11 06:30:00;2017-11-11 08:00:00;ja;1;2017-11-11 02:20:00;2017-11-11 06:30:00;2017-11-11 07:11:00;1;nein;;
97;Kuh;ja;2017-11-11 06:30:00;2017-11-11 08:00:00;nein;;;;;;ja;HA1h;2017-11-11 03:40:00
97;Kuh;ja;2017-11-11 06:30:00;2017-11-11 08:00:00;nein;;;;;;ja;HA2h;2017-11-11 04:40:00
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;ja;3;2017-11-07 00:33:00;2017-11-07 07:10:00;;2;nein;;
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;ja;4;2017-11-07 07:11:00;2017-11-08 11:25:00;;2;nein;;
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;ja;4;2017-11-08 12:07:00;2017-11-08 13:25:00;;2;nein;;
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;ja;4;2017-11-08 13:26:00;2017-11-08 15:06:00;;2;nein;;
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;ja;1;2017-11-08 23:11:00;2017-11-09 11:30:00;2017-11-09 13:17:00;0;nein;;
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;nein;;;;;;ja;HA1h;2017-11-07 00:34:00
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;nein;;;;;;ja;HA1h;2017-11-07 11:07:00
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;nein;;;;;;ja;HA1h;2017-11-08 15:01:00
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;nein;;;;;;ja;HA1h;2017-11-09 06:01:00
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;nein;;;;;;ja;HA1h;2017-11-09 10:22:00
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;nein;;;;;;ja;HA2h;2017-11-07 01:34:00
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;nein;;;;;;ja;HA2h;2017-11-08 16:01:00
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;nein;;;;;;ja;HA2h;2017-11-09 07:01:00
2658;Faerse;ja;2017-11-09 11:30:00;2017-11-09 14:15:00;nein;;;;;;ja;HA2h;2017-11-09 11:22:00
3685;Kuh;ja;2017-12-16 16:30:00;2017-12-16 18:15:00;ja;3;2017-12-15 14:12:00;2017-12-15 16:06:00;;0;nein;;
3685;Kuh;ja;2017-12-16 16:30:00;2017-12-16 18:15:00;ja;4;2017-12-15 16:07:00;2017-12-16 01:14:00;;1;nein;;
3685;Kuh;ja;2017-12-16 16:30:00;2017-12-16 18:15:00;ja;4;2017-12-16 01:15:00;2017-12-16 06:07:00;;1;nein;;
3685;Kuh;ja;2017-12-16 16:30:00;2017-12-16 18:15:00;ja;4;2017-12-16 06:08:00;2017-12-16 09:07:00;;1;nein;;
3685;Kuh;ja;2017-12-16 16:30:00;2017-12-16 18:15:00;ja;4;2017-12-16 09:08:00;2017-12-16 16:11:00;;1;nein;;
3685;Kuh;ja;2017-12-16 16:30:00;2017-12-16 18:15:00;ja;1;2017-12-16 16:12:00;2017-12-16 16:30:00;;1;nein;;
3685;Kuh;ja;2017-12-16 16:30:00;2017-12-16 18:15:00;nein;;;;;;ja;HA1h;2017-12-16 15:35:00
3685;Kuh;ja;2017-12-16 16:30:00;2017-12-16 18:15:00;nein;;;;;;ja;HA2h;2017-12-16 16:34:00
9745;Kuh;ja;2017-10-03 03:30:00;2017-10-03 04:05:00;ja;1;2017-10-02 21:20:00;2017-10-03 03:30:00;2017-10-03 05:19:00;0;nein;;
9745;Kuh;ja;2017-10-03 03:30:00;2017-10-03 04:05:00;nein;;;;;;ja;HA1h;2017-10-03 01:40:00
9745;Kuh;ja;2017-10-03 03:30:00;2017-10-03 04:05:00;nein;;;;;;ja;HA2h;2017-10-03 02:28:00
1641;Kuh;ja;2017-10-08 21:30:00;2017-10-08 21:45:00;ja;1;2017-10-08 19:48:00;2017-10-08 21:30:00;2017-10-08 22:37:00;1;nein;;
1641;Kuh;ja;2017-10-08 21:30:00;2017-10-08 21:45:00;nein;;;;;;ja;HA1h;2017-10-08 21:27:00
1641;Kuh;ja;2017-10-08 21:30:00;2017-10-08 21:45:00;nein;;;;;;ja;HA2h;2017-10-08 22:16:00
618;Kuh;ja;2017-10-27 23:30:00;2017-10-28 00:10:00;ja;2;2017-10-24 23:21:00;2017-10-25 11:19:00;;0;nein;;
618;Kuh;ja;2017-10-27 23:30:00;2017-10-28 00:10:00;ja;1;2017-10-26 03:14:00;2017-10-27 23:30:00;;1;nein;;
618;Kuh;ja;2017-10-27 23:30:00;2017-10-28 00:10:00;nein;;;;;;ja;HA1h;2017-10-25 03:17:00
618;Kuh;ja;2017-10-27 23:30:00;2017-10-28 00:10:00;nein;;;;;;ja;HA1h;2017-10-25 10:42:00
618;Kuh;ja;2017-10-27 23:30:00;2017-10-28 00:10:00;nein;;;;;;ja;HA2h;2017-10-25 11:42:00
108;Kuh;nein;;;ja;2;2017-10-04 05:01:00;2017-10-04 10:55:00;;;nein;;
108;Kuh;nein;;;ja;2;2017-10-05 03:01:00;2017-10-05 10:00:00;2017-10-05 09:20:00;;nein;;
108;Kuh;nein;;;ja;2;2017-10-06 04:00:00;2017-10-06 22:00:00;2017-10-06 13:12:00;;nein;;
108;Kuh;nein;;;ja;2;2017-10-07 05:00:00;2017-10-07 10:00:00;;1;nein;;
108;Kuh;nein;;;ja;2;2017-10-07 21:09:00;2017-10-08 09:00:00;;0;nein;;
108;Kuh;nein;;;ja;4;2017-10-08 18:12:00;2017-10-09 05:30:00;;2;nein;;
108;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-08 23:41:00
108;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-08 05:51:00
108;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-08 16:24:00
108;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-06 10:23:00
108;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-08 17:23:00
108;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-06 10:59:00
622;Kuh;ja;2017-10-06 19:30:00;2017-10-06 20:35:00;ja;1;2017-10-05 23:00:00;2017-10-06 19:30:00;2017-10-06 21:13:00;;nein;;
622;Kuh;ja;2017-10-06 19:30:00;2017-10-06 20:35:00;nein;;;;;;ja;HA1h;2017-10-06 17:38:00
622;Kuh;ja;2017-10-06 19:30:00;2017-10-06 20:35:00;nein;;;;;;ja;HA2h;2017-10-06 18:38:00
1138;Kuh;ja;2017-10-14 07:35:00;2017-10-14 08:20:00;ja;2;2017-10-08 17:13:00;2017-10-09 18:32:00;2017-10-09 19:35:00;0;nein;;
1138;Kuh;ja;2017-10-14 07:35:00;2017-10-14 08:20:00;ja;2;2017-10-10 11:25:00;2017-10-10 13:45:00;;0;nein;;
