ID;Kuh/Faerse;Gekalbt (ja/nein);Umstallzeit;Echte Geburtszeit;Event (ja/nein);Event Score;SonT;Eventzeit;SoffT;Moocall Score;Alarm (ja/nein);Alarmtyp (HA1/HA2);Alarmzeit
2737;Faerse;ja;2017-12-21 12:38:00;2017-12-21 13:05:00;ja;4;2017-12-17 13:08:00;2017-12-17 15:03:00;;2;nein;;
2737;Faerse;ja;2017-12-21 12:38:00;2017-12-21 13:05:00;ja;4;2017-12-17 15:04:00;2017-12-17 16:04:00;;2;nein;;
2737;Faerse;ja;2017-12-21 12:38:00;2017-12-21 13:05:00;ja;4;2017-12-17 16:05:00;2017-12-17 17:05:00;;2;nein;;
2737;Faerse;ja;2017-12-21 12:38:00;2017-12-21 13:05:00;ja;4;2017-12-17 17:06:00;2017-12-17 18:01:00;2017-12-17 18:58:00;4;nein;;
2737;Faerse;ja;2017-12-21 12:38:00;2017-12-21 13:05:00;ja;1;2017-12-21 11:40:00;2017-12-21 12:38:00;2017-12-21 14:27:00;0;nein;;
2737;Faerse;ja;2017-12-21 12:38:00;2017-12-21 13:05:00;nein;;;;;;ja;HA1h;2017-12-21 08:42:00
2737;Faerse;ja;2017-12-21 12:38:00;2017-12-21 13:05:00;nein;;;;;;ja;HA2h;2017-12-21 09:42:00
181;Kuh;ja;2017-10-15 07:00:00;2017-10-15 12:00:00;ja;4;2017-10-13 10:12:00;2017-10-13 21:12:00;2017-10-13 22:22:00;2;nein;;
181;Kuh;ja;2017-10-15 07:00:00;2017-10-15 12:00:00;ja;1;2017-10-14 11:10:00;2017-10-15 07:00:00;2017-10-15 14:00:00;2;nein;;
181;Kuh;ja;2017-10-15 07:00:00;2017-10-15 12:00:00;nein;;;;;;ja;HA1h;2017-10-13 19:26:00
181;Kuh;ja;2017-10-15 07:00:00;2017-10-15 12:00:00;nein;;;;;;ja;HA1h;2017-10-14 18:52:00
181;Kuh;ja;2017-10-15 07:00:00;2017-10-15 12:00:00;nein;;;;;;ja;HA1h;2017-10-15 04:25:00
181;Kuh;ja;2017-10-15 07:00:00;2017-10-15 12:00:00;nein;;;;;;ja;HA1h;2017-10-15 08:29:00
181;Kuh;ja;2017-10-15 07:00:00;2017-10-15 12:00:00;nein;;;;;;ja;HA2h;2017-10-13 20:25:00
181;Kuh;ja;2017-10-15 07:00:00;2017-10-15 12:00:00;nein;;;;;;ja;HA2h;2017-10-15 05:24:00
181;Kuh;ja;2017-10-15 07:00:00;2017-10-15 12:00:00;nein;;;;;;ja;HA2h;2017-10-15 09:28:00
1796;Kuh;ja;2017-09-29 18:40:00;2017-09-29 20:15:00;ja;1;2017-09-29 16:26:00;2017-09-29 18:40:00;2017-09-29 19:56:00;;nein;;
1796;Kuh;ja;2017-09-29 18:40:00;2017-09-29 20:15:00;nein;;;;;;ja;HA1h;2017-09-29 17:36:00
1796;Kuh;ja;2017-09-29 18:40:00;2017-09-29 20:15:00;nein;;;;;;ja;HA2h;2017-09-29 18:36:00
3768;Kuh;ja;2017-12-18 06:30:00;2017-12-18 08:05:00;ja;2;2017-12-17 20:15:00;2017-12-17 22:13:00;2017-12-17 22:59:00;0;nein;;
3768;Kuh;ja;2017-12-18 06:30:00;2017-12-18 08:05:00;ja;2;2017-12-17 23:18:00;2017-12-18 00:10:00;;1;nein;;
3768;Kuh;ja;2017-12-18 06:30:00;2017-12-18 08:05:00;ja;1;2017-12-18 00:11:00;2017-12-18 06:30:00;;2;nein;;
3768;Kuh;ja;2017-12-18 06:30:00;2017-12-18 08:05:00;nein;;;;;;ja;HA1h;2017-12-18 05:53:00
3768;Kuh;ja;2017-12-18 06:30:00;2017-12-18 08:05:00;nein;;;;;;ja;HA2h;2017-12-18 06:52:00
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;4;2017-12-20 07:08:00;2017-12-20 10:03:00;;1;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;2;2017-12-20 10:04:00;2017-12-20 11:17:00;;0;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;3;2017-12-20 11:18:00;2017-12-20 13:04:00;;0;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;4;2017-12-20 13:05:00;2017-12-20 17:20:00;;1;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;4;2017-12-20 17:21:00;2017-12-20 18:06:00;;2;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;4;2017-12-20 18:07:00;2017-12-20 19:07:00;;1;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;4;2017-12-20 19:08:00;2017-12-20 21:10:00;;1;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;3;2017-12-20 21:11:00;2017-12-20 23:10:00;;1;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;4;2017-12-20 23:11:00;2017-12-21 02:06:00;;1;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;4;2017-12-21 02:07:00;2017-12-21 03:06:00;;1;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;4;2017-12-21 03:07:00;2017-12-21 04:02:00;;1;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;4;2017-12-21 04:03:00;2017-12-21 07:01:00;;1;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;ja;1;2017-12-21 07:02:00;2017-12-21 10:30:00;;1;nein;;
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;nein;;;;;;ja;HA1h;2017-12-20 08:50:00
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;nein;;;;;;ja;HA1h;2017-12-20 13:00:00
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;nein;;;;;;ja;HA1h;2017-12-20 22:33:00
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;nein;;;;;;ja;HA1h;2017-12-21 03:50:00
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;nein;;;;;;ja;HA2h;2017-12-20 09:50:00
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;nein;;;;;;ja;HA2h;2017-12-20 14:00:00
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;nein;;;;;;ja;HA2h;2017-12-20 23:33:00
2747;Faerse;ja;2017-12-21 10:30:00;2017-12-21 11:00:00;nein;;;;;;ja;HA2h;2017-12-21 05:02:00
194;Kuh;ja;2017-10-27 01:10:00;2017-10-27 02:00:00;ja;3;2017-10-18 10:10:00;2017-10-18 12:20:00;;1;nein;;
194;Kuh;ja;2017-10-27 01:10:00;2017-10-27 02:00:00;ja;4;2017-10-18 12:21:00;2017-10-18 17:36:00;2017-10-18 18:38:00;2;nein;;
194;Kuh;ja;2017-10-27 01:10:00;2017-10-27 02:00:00;ja;2;2017-10-22 05:15:00;2017-10-22 08:00:00;;0;nein;;
194;Kuh;ja;2017-10-27 01:10:00;2017-10-27 02:00:00;ja;2;2017-10-24 23:17:00;2017-10-25 04:10:00;2017-10-25 04:59:00;0;nein;;
194;Kuh;ja;2017-10-27 01:10:00;2017-10-27 02:00:00;ja;4;2017-10-25 10:08:00;2017-10-26 02:30:00;;2;nein;;
194;Kuh;ja;2017-10-27 01:10:00;2017-10-27 02:00:00;ja;1;2017-10-26 14:10:00;2017-10-27 01:10:00;2017-10-27 02:11:00;1;nein;;
194;Kuh;ja;2017-10-27 01:10:00;2017-10-27 02:00:00;nein;;;;;;ja;HA1h;2017-10-26 22:37:00
194;Kuh;ja;2017-10-27 01:10:00;2017-10-27 02:00:00;nein;;;;;;ja;HA1h;2017-10-25 03:14:00
194;Kuh;ja;2017-10-27 01:10:00;2017-10-27 02:00:00;nein;;;;;;ja;HA1h;2017-10-22 06:13:00
194;Kuh;ja;2017-10-27 01:10:00;2017-10-27 02:00:00;nein;;;;;;ja;HA2h;2017-10-26 23:37:00
1221;Kuh;ja;2017-10-26 20:30:00;2017-10-26 21:30:00;ja;1;2017-10-26 12:16:00;2017-10-26 20:30:00;2017-10-26 21:59:00;0;nein;;
1221;Kuh;ja;2017-10-26 20:30:00;2017-10-26 21:30:00;nein;;;;;;ja;HA1h;2017-10-26 20:35:00
1221;Kuh;ja;2017-10-26 20:30:00;2017-10-26 21:30:00;nein;;;;;;ja;HA2h;2017-10-26 21:34:00
1223;Kuh;ja;2017-10-26 05:30:00;2017-10-26 07:50:00;ja;2;2017-10-20 00:15:00;2017-10-20 12:11:00;2017-10-20 13:46:00;0;nein;;
1223;Kuh;ja;2017-10-26 05:30:00;2017-10-26 07:50:00;ja;2;2017-10-21 00:12:00;2017-10-21 05:09:00;;0;nein;;
1223;Kuh;ja;2017-10-26 05:30:00;2017-10-26 07:50:00;ja;2;2017-10-21 17:22:00;2017-10-22 13:15:00;2017-10-22 14:16:00;0;nein;;
1223;Kuh;ja;2017-10-26 05:30:00;2017-10-26 07:50:00;ja;2;2017-10-23 06:10:00;2017-10-24 09:45:00;;1;nein;;
1223;Kuh;ja;2017-10-26 05:30:00;2017-10-26 07:50:00;ja;1;2017-10-24 13:16:00;2017-10-26 05:30:00;2017-10-26 06:56:00;1;nein;;
1223;Kuh;ja;2017-10-26 05:30:00;2017-10-26 07:50:00;nein;;;;;;ja;HA1h;2017-10-24 13:09:00
1223;Kuh;ja;2017-10-26 05:30:00;2017-10-26 07:50:00;nein;;;;;;ja;HA1h;2017-10-26 01:08:00
1223;Kuh;ja;2017-10-26 05:30:00;2017-10-26 07:50:00;nein;;;;;;ja;HA1h;2017-10-26 04:08:00
1223;Kuh;ja;2017-10-26 05:30:00;2017-10-26 07:50:00;nein;;;;;;ja;HA1h;2017-10-26 06:18:00
1223;Kuh;ja;2017-10-26 05:30:00;2017-10-26 07:50:00;nein;;;;;;ja;HA2h;2017-10-26 05:19:00
8311;Kuh;nein;;;ja;2;2017-12-15 15:04:00;2017-12-16 12:05:00;;1;nein;;
8311;Kuh;nein;;;ja;4;2017-12-16 12:06:00;2017-12-17 00:07:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-17 00:08:00;2017-12-17 01:08:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-17 01:09:00;2017-12-17 03:07:00;;1;nein;;
8311;Kuh;nein;;;ja;4;2017-12-17 03:08:00;2017-12-17 07:06:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-17 07:07:00;2017-12-17 21:09:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-17 21:10:00;2017-12-17 23:13:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-17 23:14:00;2017-12-18 00:07:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-18 00:08:00;2017-12-18 01:18:00;;2;nein;;
8311;Kuh;nein;;;ja;3;2017-12-18 01:19:00;2017-12-18 03:17:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-18 03:18:00;2017-12-18 06:22:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-18 06:23:00;2017-12-18 08:09:00;;1;nein;;
8311;Kuh;nein;;;ja;3;2017-12-18 08:10:00;2017-12-18 10:04:00;;1;nein;;
8311;Kuh;nein;;;ja;4;2017-12-18 10:05:00;2017-12-18 11:18:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-18 11:19:00;2017-12-18 14:21:00;;1;nein;;
8311;Kuh;nein;;;ja;3;2017-12-18 14:22:00;2017-12-18 16:10:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-18 16:11:00;2017-12-18 17:14:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-18 17:15:00;2017-12-18 18:05:00;;2;nein;;
8311;Kuh;nein;;;ja;3;2017-12-18 18:06:00;2017-12-18 23:14:00;;2;nein;;
8311;Kuh;nein;;;ja;3;2017-12-18 23:15:00;2017-12-19 01:06:00;;2;nein;;
8311;Kuh;nein;;;ja;3;2017-12-19 01:07:00;2017-12-19 02:07:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-19 02:08:00;2017-12-19 05:09:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-19 05:10:00;2017-12-19 07:05:00;;2;nein;;
8311;Kuh;nein;;;ja;3;2017-12-19 07:06:00;2017-12-19 11:05:00;;2;nein;;
8311;Kuh;nein;;;ja;4;2017-12-19 11:06:00;2017-12-19 12:06:00;;4;nein;;
1882;Kuh;nein;;;ja;5;2017-10-05 01:10:00;2017-10-05 03:00:00;;;nein;;
1882;Kuh;nein;;;ja;2;2017-10-05 03:01:00;2017-10-05 11:00:00;;;nein;;
1882;Kuh;nein;;;ja;3;2017-10-05 15:30:00;2017-10-05 20:15:00;;;nein;;
1882;Kuh;nein;;;ja;2;2017-10-06 00:00:00;2017-10-06 11:00:00;;;nein;;
1882;Kuh;nein;;;ja;2;2017-10-06 23:25:00;2017-10-07 15:12:00;2017-10-07 14:03:00;;nein;;
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;ja;3;2017-10-10 09:23:00;2017-10-10 21:25:00;;1;nein;;
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;ja;3;2017-10-10 21:26:00;2017-10-11 19:20:00;;1;nein;;
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;ja;4;2017-10-11 19:21:00;2017-10-11 22:13:00;;2;nein;;
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;ja;3;2017-10-11 22:15:00;2017-10-12 18:25:00;;1;nein;;
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;ja;4;2017-10-13 00:15:00;2017-10-13 07:20:00;;2;nein;;
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;ja;1;2017-10-13 14:15:00;2017-10-13 17:50:00;2017-10-13 18:45:00;2;nein;;
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;nein;;;;;;ja;HA1h;2017-10-13 15:32:00
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;nein;;;;;;ja;HA1h;2017-10-10 23:08:00
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;nein;;;;;;ja;HA1h;2017-10-11 04:05:00
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;nein;;;;;;ja;HA1h;2017-10-11 05:48:00
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;nein;;;;;;ja;HA1h;2017-10-11 13:16:00
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;nein;;;;;;ja;HA1h;2017-10-11 16:14:00
1231;Kuh;ja;2017-10-13 17:50:00;2017-10-13 17:35:00;nein;;;;;;ja;HA2h;2017-10-13 16:32:00
1237;Kuh;nein;;;ja;3;2017-10-14 02:13:00;2017-10-14 07:20:00;;0;nein;;
1237;Kuh;nein;;;ja;2;2017-10-14 07:21:00;2017-10-14 11:05:00;;0;nein;;
9337;Kuh;ja;2017-12-21 07:30:00;2017-12-21 08:50:00;ja;1;2017-12-20 18:21:00;2017-12-21 07:30:00;;0;nein;;
9337;Kuh;ja;2017-12-21 07:30:00;2017-12-21 08:50:00;nein;;;;;;ja;HA1h;2017-12-20 19:16:00
9337;Kuh;ja;2017-12-21 07:30:00;2017-12-21 08:50:00;nein;;;;;;ja;HA1h;2017-12-21 07:10:00
9337;Kuh;ja;2017-12-21 07:30:00;2017-12-21 08:50:00;nein;;;;;;ja;HA2h;2017-12-21 08:09:00
2596;Faerse;ja;2017-10-09 18:30:00;2017-10-09 19:35:00;ja;1;2017-10-09 04:02:00;2017-10-09 18:30:00;2017-10-09 20:29:00;2;nein;;
2596;Faerse;ja;2017-10-09 18:30:00;2017-10-09 19:35:00;nein;;;;;;ja;HA1h;2017-10-09 16:17:00
2596;Faerse;ja;2017-10-09 18:30:00;2017-10-09 19:35:00;nein;;;;;;ja;HA1h;2017-10-09 18:37:00
2596;Faerse;ja;2017-10-09 18:30:00;2017-10-09 19:35:00;nein;;;;;;ja;HA2h;2017-10-09 19:37:00
8935;Kuh;nein;;;ja;2;2017-11-06 17:27:00;2017-11-07 11:30:00;2017-11-07 12:14:00;0;nein;;
8935;Kuh;nein;;;ja;4;2017-11-07 16:22:00;2017-11-08 15:40:00;;2;nein;;
8935;Kuh;nein;;;ja;2;2017-11-08 15:41:00;2017-11-08 17:19:00;;0;nein;;
8935;Kuh;nein;;;ja;3;2017-11-09 05:25:00;2017-11-11 00:26:00;;0;nein;;
8935;Kuh;nein;;;ja;4;2017-11-11 00:27:00;2017-11-11 02:10:00;;1;nein;;
8935;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-11-07 00:11:00
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;2;2017-12-16 06:09:00;2017-12-16 14:12:00;;0;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-16 14:13:00;2017-12-16 22:04:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-16 22:05:00;2017-12-16 23:09:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-16 23:10:00;2017-12-17 01:13:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;2;2017-12-17 01:14:00;2017-12-17 12:08:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-17 12:09:00;2017-12-17 16:13:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-17 16:14:00;2017-12-17 21:17:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-17 21:18:00;2017-12-17 22:11:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-17 22:12:00;2017-12-17 23:19:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-17 23:20:00;2017-12-18 01:21:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-18 01:22:00;2017-12-18 03:19:00;;2;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;2;2017-12-18 03:20:00;2017-12-18 10:21:00;;0;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-18 10:22:00;2017-12-18 15:15:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-18 15:16:00;2017-12-18 18:07:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-18 18:08:00;2017-12-18 23:15:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-18 23:16:00;2017-12-19 00:09:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-19 00:10:00;2017-12-19 04:21:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;4;2017-12-19 04:22:00;2017-12-19 06:12:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;2;2017-12-19 06:13:00;2017-12-19 12:15:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;ja;1;2017-12-19 12:16:00;2017-12-19 15:30:00;;1;nein;;
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;nein;;;;;;ja;HA1h;2017-12-19 10:14:00
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;nein;;;;;;ja;HA1h;2017-12-19 14:20:00
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;nein;;;;;;ja;HA2h;2017-12-19 11:11:00
1259;Kuh;ja;2017-12-19 15:30:00;2017-12-19 15:40:00;nein;;;;;;ja;HA2h;2017-12-19 15:21:00
9879;Kuh;nein;;;ja;2;2017-10-15 14:10:00;2017-10-15 14:30:00;;0;nein;;
9879;Kuh;nein;;;ja;2;2017-10-16 13:11:00;2017-10-16 14:08:00;2017-10-16 15:11:00;0;nein;;
9879;Kuh;nein;;;ja;5;2017-10-18 00:12:00;2017-10-18 03:15:00;;0;nein;;
9879;Kuh;nein;;;ja;2;2017-10-18 03:16:00;2017-10-18 12:11:00;;1;nein;;
9879;Kuh;nein;;;ja;4;2017-10-19 23:20:00;2017-10-20 20:20:00;2017-10-20 22:45:00;2;nein;;
9879;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-20 11:08:00
1261;Kuh;ja;2017-10-11 02:00:00;2017-10-11 02:00:00;ja;3;2017-10-10 11:16:00;2017-10-10 21:36:00;;1;nein;;
1261;Kuh;ja;2017-10-11 02:00:00;2017-10-11 02:00:00;ja;1;2017-10-10 21:37:00;2017-10-11 02:00:00;2017-10-11 11:59:00;0;nein;;
1261;Kuh;ja;2017-10-11 02:00:00;2017-10-11 02:00:00;nein;;;;;;ja;HA1h;2017-10-10 11:17:00
1261;Kuh;ja;2017-10-11 02:00:00;2017-10-11 02:00:00;nein;;;;;;ja;HA1h;2017-10-11 01:02:00
1261;Kuh;ja;2017-10-11 02:00:00;2017-10-11 02:00:00;nein;;;;;;ja;HA2h;2017-10-10 12:16:00
1261;Kuh;ja;2017-10-11 02:00:00;2017-10-11 02:00:00;nein;;;;;;ja;HA2h;2017-10-11 02:01:00
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;ja;4;2017-10-01 10:30:00;2017-10-05 03:00:00;;4;nein;;
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;ja;1;2017-10-08 19:53:00;2017-10-09 04:30:00;2017-10-09 05:39:00;4;nein;;
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;nein;;;;;;ja;HA1h;2017-10-08 21:07:00
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;nein;;;;;;ja;HA1h;2017-10-08 23:18:00
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;nein;;;;;;ja;HA1h;2017-10-09 03:32:00
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;nein;;;;;;ja;HA1h;2017-10-01 11:15:00
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;nein;;;;;;ja;HA1h;2017-10-03 11:15:00
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;nein;;;;;;ja;HA1h;2017-10-04 10:20:00
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;nein;;;;;;ja;HA1h;2017-10-05 02:50:00
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;nein;;;;;;ja;HA2h;2017-10-09 00:30:00
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;nein;;;;;;ja;HA2h;2017-10-09 04:32:00
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;nein;;;;;;ja;HA2h;2017-10-01 12:15:00
9256;Kuh;ja;2017-10-09 04:30:00;2017-10-09 06:55:00;nein;;;;;;ja;HA2h;2017-10-03 12:15:00
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;ja;3;2017-10-22 23:11:00;2017-10-23 03:16:00;;1;nein;;
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;ja;2;2017-10-23 03:17:00;2017-10-23 12:05:00;;0;nein;;
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;ja;1;2017-10-23 12:06:00;2017-10-23 14:30:00;;0;nein;;
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;nein;;;;;;ja;HA1h;2017-10-23 03:16:00
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;nein;;;;;;ja;HA1h;2017-10-23 05:32:00
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;nein;;;;;;ja;HA1h;2017-10-23 13:01:00
2601;Faerse;ja;2017-10-23 14:30:00;2017-10-23 16:45:00;nein;;;;;;ja;HA2h;2017-10-23 14:01:00
1279;Kuh;ja;2017-12-20 03:30:00;2017-12-20 05:55:00;ja;2;2017-12-19 16:34:00;2017-12-19 19:27:00;;1;nein;;
1279;Kuh;ja;2017-12-20 03:30:00;2017-12-20 05:55:00;ja;3;2017-12-19 19:28:00;2017-12-19 20:13:00;;0;nein;;
1279;Kuh;ja;2017-12-20 03:30:00;2017-12-20 05:55:00;ja;3;2017-12-19 20:14:00;2017-12-19 23:15:00;;2;nein;;
1279;Kuh;ja;2017-12-20 03:30:00;2017-12-20 05:55:00;ja;3;2017-12-19 23:16:00;2017-12-20 00:08:00;;1;nein;;
1279;Kuh;ja;2017-12-20 03:30:00;2017-12-20 05:55:00;ja;2;2017-12-20 00:09:00;2017-12-20 01:10:00;;1;nein;;
1279;Kuh;ja;2017-12-20 03:30:00;2017-12-20 05:55:00;ja;2;2017-12-20 01:11:00;2017-12-20 02:12:00;;1;nein;;
1279;Kuh;ja;2017-12-20 03:30:00;2017-12-20 05:55:00;ja;2;2017-12-20 02:13:00;2017-12-20 03:14:00;;1;nein;;
1279;Kuh;ja;2017-12-20 03:30:00;2017-12-20 05:55:00;ja;1;2017-12-20 03:15:00;2017-12-20 03:30:00;;1;nein;;
1279;Kuh;ja;2017-12-20 03:30:00;2017-12-20 05:55:00;nein;;;;;;ja;HA1h;2017-12-19 19:34:00
1279;Kuh;ja;2017-12-20 03:30:00;2017-12-20 05:55:00;nein;;;;;;ja;HA1h;2017-12-19 23:34:00
1279;Kuh;ja;2017-12-20 03:30:00;2017-12-20 05:55:00;nein;;;;;;ja;HA1h;2017-12-20 03:59:00
1792;Kuh;nein;;;ja;2;2017-09-29 16:25:00;2017-09-29 18:15:00;2017-09-29 17:24:00;;nein;;
1792;Kuh;nein;;;ja;2;2017-09-29 18:15:00;2017-09-29 20:30:00;2017-09-29 22:55:00;;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;3;2017-12-17 10:26:00;2017-12-17 15:06:00;;0;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;4;2017-12-17 15:07:00;2017-12-17 21:15:00;;2;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;3;2017-12-17 21:15:00;2017-12-18 00:20:00;;1;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;4;2017-12-18 00:21:00;2017-12-18 02:17:00;;1;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;4;2017-12-18 02:18:00;2017-12-18 03:15:00;;1;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;4;2017-12-18 03:16:00;2017-12-18 04:12:00;;1;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;4;2017-12-18 04:13:00;2017-12-18 07:20:00;;2;nein;;
