Cow-ID,SonT,HA 1h,HA 2h,SoffT,Event,Event-Score,Moocall-Score,Date/Time of Parturition,Kommentar
1851,10.10.2017 02:26,,,11.10.2017 12:09,11.10.2017 11:21,3,2,12.10.2017 09:05,
2588,11.10.2017 16:05,,,,11.10.2017 18:05,3,1,15.10.2017 06:00,
2588,11.10.2017 18:06,,,,11.10.2017 19:10,2,1,15.10.2017 06:00,
2588,11.10.2017 19:11,,,,12.10.2017 04:10,4,2,15.10.2017 06:00,
1851,12.10.2017 04:17,12.10.2017 05:33,12.10.2017 06:33,,12.10.2017 06:15,1,1,12.10.2017 09:05,
83,12.10.2017 07:17,12.10.2017 10:21,,12.10.2017 11:05,12.10.2017 10:20,1,1,12.10.2017 09:50,
3621,12.10.2017 12:15,,,,12.10.2017 20:27,1,0,12.10.2017 21:10,
1231,13.10.2017 00:15,,,,13.10.2017 07:20,4,2,13.10.2017 17:35,
9853,13.10.2017 07:30,,,,13.10.2017 11:00,2,0,15.10.2017 22:10,
1803,13.10.2017 11:05,,,,13.10.2017 12:23,3,1,23.10.2017 04:40,
1803,13.10.2017 12:33,,,,14.10.2017 07:38,3,1,23.10.2017 04:40,
1803,14.10.2017 07:39,,,,14.10.2017 11:15,3,0,23.10.2017 04:40,
1803,14.10.2017 11:16,,,,14.10.2017 12:10,3,1,23.10.2017 04:40,
1803,14.10.2017 12:11,,,,15.10.2017 12:14,3,0,23.10.2017 04:40,
1803,15.10.2017 12:15,,,16.10.2017 17:23,16.10.2017 16:28,3,1,23.10.2017 04:40,
141,16.10.2017 23:15,,,,17.10.2017 02:12,5,0,21.10.2017 10:15,
141,17.10.2017 02:13,17.10.2017 08:45,,,17.10.2017 08:30,2,1,21.10.2017 10:15,
278,17.10.2017 09:12,,,,17.10.2017 12:15,2,2,22.10.2017 07:40,
565,17.10.2017 13:08,,,,17.10.2017 14:00,2,0,22.10.2017 00:05,
9879,18.10.2017 00:12,,,,18.10.2017 03:15,5,0,22.10.2017 09:05,
9879,18.10.2017 03:16,,,,18.10.2017 12:11,2,1,22.10.2017 09:05,
3940,18.10.2017 12:12,18.10.2017 22:44,,18.10.2017 22:56,18.10.2017 15:32,3,0,25.10.2017 17:00,
3912,19.10.2017 01:20,19.10.2017 03:54,,,19.10.2017 13:17,3,0,20.10.2017 15:05,
3912,19.10.2017 13:18,,,,20.10.2017 00:10,5,0,20.10.2017 15:05,
3912,20.10.2017 00:11,20.10.2017 13:10,20.10.2017 13:10,20.10.2017 13:10,20.10.2017 12:30,1,0,20.10.2017 15:05,
2630,20.10.2017 23:11,,,,21.10.2017 09:30,1,0,21.10.2017 09:45,
976,21.10.2017 17:20,,,,22.10.2017 14:21,3,1,27.10.2017 09:30,
976,23.10.2017 07:21,,,,24.10.2017 04:30,5,0,27.10.2017 09:30,
976,24.10.2017 04:31,,,,25.10.2017 10:23,3,0,27.10.2017 09:30,
3632,25.10.2017 10:18,,,,25.10.2017 21:30,1,0,25.10.2017 23:35,
9769,26.10.2017 01:05,26.10.2017 00:18,26.10.2017 00:19,26.10.2017 00:19,26.10.2017 02:13,2,1,10.11.2017 04:00,
618,26.10.2017 03:14,,,,27.10.2017 23:30,1,1,28.10.2017 00:10,
3588,28.10.2017 00:20,,,,28.10.2017 00:21,5,0,10.11.2017 13:00,
3588,28.10.2017 00:22,,,,28.10.2017 01:14,5,0,10.11.2017 13:00,
3588,28.10.2017 01:15,,,,28.10.2017 02:08,5,0,10.11.2017 13:00,
3588,28.10.2017 02:09,,,,28.10.2017 03:06,5,0,10.11.2017 13:00,
3588,28.10.2017 03:07,,,,28.10.2017 06:11,5,0,10.11.2017 13:00,
3588,28.10.2017 06:12,,,,28.10.2017 07:16,5,0,10.11.2017 13:00,
3588,28.10.2017 07:17,,,,29.10.2017 23:07,4,2,10.11.2017 13:00,
3635,30.10.2017 01:19,,,,31.10.2017 02:14,5,0,03.11.2017 02:20,
3635,31.10.2017 02:15,,,,01.11.2017 02:15,5,2,03.11.2017 02:20,
668,29.09.2017 16:25,,,,29.09.2017 17:00,2,,04.10.2017 18:20,
858,29.09.2017 18:20,29.09.2017 19:32,29.09.2017 20:20,,,6,,30.09.2017 03:25,
858,,29.09.2017 23:41,30.09.2017 00:29,,,6,,30.09.2017 03:25,
858,,30.09.2017 03:46,,30.09.2017 05:20,30.09.2017 01:30,1,,30.09.2017 03:25,
1052,30.09.2017 08:30,,,,01.10.2017 18:00,2,,04.10.2017 13:30,
1052,01.10.2017 18:30,,,,04.10.2017 09:15,9,0,04.10.2017 13:30,TFAB
1052,04.10.2017 09:16,,,,04.10.2017 09:30,1,2,04.10.2017 13:30,
1145,04.10.2017 10:12,04.10.2017 09:18,,,,6,,07.10.2017 08:00,
1145,,04.10.2017 11:34,,,,6,,07.10.2017 08:00,
1145,,04.10.2017 22:15,,,04.10.2017 23:00,3,,07.10.2017 08:00,
1145,04.10.2017 23:01,05.10.2017 03:57,05.10.2017 04:56,05.10.2017 06:46,05.10.2017 05:00,5,2,07.10.2017 08:00,
2592,07.10.2017 15:41,,,,07.10.2017 23:59,5,,08.10.2017 15:00,
8872,08.10.2017 03:00,08.10.2017 04:24,,,,6,,10.11.2017 00:40,
8872,,08.10.2017 09:42,,08.10.2017 11:26,08.10.2017 10:00,2,0,10.11.2017 00:40,
9783,29.09.2017 16:30,,,,29.09.2017 17:00,2, ,30.09.2017 07:05,
668,29.09.2017 18:26,,,,01.10.2017 10:00,4, ,04.10.2017 18:20,
1145,01.10.2017 10:30,01.10.2017 12:53,01.10.2017 13:42,01.10.2017 17:32,01.10.2017 18:00,2,,07.10.2017 08:00,
514,02.10.2017 03:00,,,03.10.2017 03:19,03.10.2017 02:00,2, ,05.10.2017 19:35,
2576,03.10.2017 07:40,,,03.10.2017 13:35,03.10.2017 11:50,2,1,07.10.2017 07:55,
668,03.10.2017 13:55,,,,04.10.2017 00:00,3,3,04.10.2017 18:20,
668,04.10.2017 00:01,,,,04.10.2017 05:00,3,,04.10.2017 18:20,
668,04.10.2017 05:01,,,,04.10.2017 17:30,1,,04.10.2017 18:20,
1882,05.10.2017 01:10,,,,05.10.2017 03:00,5,,09.10.2017 16:20,
